method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,1,200000,[0],142,142,10011,10011,1.0,1.0,1.0,1.0,True,1.0
greedy-AV,1,200000,[0],142,142,10011,10011,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost,1,200000,[0],142,142,10011,10011,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost^2,1,200000,[0],142,142,10011,10011,1.0,1.0,1.0,1.0,True,1.0
greedy-CC,1,200000,[0],142,142,10011,10011,1.0,1.0,1.0,1.0,True,1.0
greedy-PAV,1,200000,[0],142,142,10011,10011,1.0,1.0,1.0,1.0,True,1.0
