method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,427100,"[0, 8, 12]",826,756,232687,285390,1.0,1.0,1.0,1.0,True
greedy-AV,3,427100,"[0, 8, 12]",826,756,232687,285390,1.0,1.0,1.0,1.0,True
greedy-AV/cost,7,378200,"[3, 6, 8, 9, 10, 11, 12]",809,655,61843,214185,0.9794188861985472,0.8664021164021164,0.2657776326137687,0.7504993167244823,False
greedy-AV/cost^2,7,378200,"[3, 6, 8, 9, 10, 11, 12]",809,655,61843,214185,0.9794188861985472,0.8664021164021164,0.2657776326137687,0.7504993167244823,False
greedy-CC,3,427100,"[0, 8, 12]",826,756,232687,285390,1.0,1.0,1.0,1.0,True
greedy-PAV,3,427100,"[0, 8, 12]",826,756,232687,285390,1.0,1.0,1.0,1.0,True
