method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,4,976108,"[0, 1, 2, 3]",1355,541,124370,146070,1.0,0.9474605954465848,1.0,0.8975942483178173,True,0.36183440860067145
greedy-AV,4,976108,"[0, 1, 2, 3]",1355,541,124370,146070,1.0,0.9474605954465848,1.0,0.8975942483178173,True,0.36183440860067145
greedy-AV/cost,4,746238,"[0, 2, 3, 4]",1202,531,111685,140715,0.8870848708487085,0.9299474605954466,0.8980059499879393,0.8646879896764679,True,0.3026146079526131
greedy-AV/cost^2,4,746238,"[0, 2, 3, 4]",1202,531,111685,140715,0.8870848708487085,0.9299474605954466,0.8980059499879393,0.8646879896764679,True,0.3026146079526131
greedy-CC,4,946108,"[0, 1, 3, 4]",1235,571,124029,162735,0.911439114391144,1.0,0.9972581812334164,1.0,True,1.0
greedy-PAV,4,976108,"[0, 1, 2, 3]",1355,541,124370,146070,1.0,0.9474605954465848,1.0,0.8975942483178173,True,0.36183440860067145
