method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,27005,"[0, 1, 2]",2294,1504,746305,1130256,1.0,0.8873156342182891,0.9452881570614313,0.7872700107615634,True
greedy-AV,3,27005,"[0, 1, 2]",2294,1504,746305,1130256,1.0,0.8873156342182891,0.9452881570614313,0.7872700107615634,True
greedy-AV/cost,3,27005,"[0, 1, 2]",2294,1504,746305,1130256,1.0,0.8873156342182891,0.9452881570614313,0.7872700107615634,True
greedy-AV/cost^2,3,27005,"[0, 1, 2]",2294,1504,746305,1130256,1.0,0.8873156342182891,0.9452881570614313,0.7872700107615634,True
greedy-CC,3,29480,"[0, 1, 3]",2257,1683,789500,1415403,0.9838709677419355,0.9929203539823008,1.0,0.9858866796919894,True
greedy-PAV,3,29480,"[0, 1, 3]",2257,1683,789500,1415403,0.9838709677419355,0.9929203539823008,1.0,0.9858866796919894,True
