subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
10,507770,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 6]",2658,468,100373,109278,0.7948564593301436,0.9915254237288136,0.9810385776978487,0.9831048256504372
11,626870,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 6, 12]",2812,470,100798,110215,0.8409090909090909,0.9957627118644068,0.9851924975320829,0.9915344200942819
12,751870,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 6, 12, 4]",3084,471,101773,110685,0.9222488038277512,0.9978813559322034,0.9947220783282672,0.9957627118644068
11,632770,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 6, 4]",2930,469,101352,109746,0.8761961722488039,0.9936440677966102,0.99060725421012,0.9873151246896253
10,529870,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 12]",2516,469,99641,109746,0.7523923444976076,0.9936440677966102,0.9738840616539443,0.9873151246896253
11,654870,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 12, 4]",2788,470,100746,110215,0.833732057416268,0.9957627118644068,0.984684253222953,0.9915344200942819
10,535770,"[1, 3, 9, 11, 5, 8, 0, 2, 7, 4]",2634,468,100279,109278,0.7876794258373205,0.9915254237288136,0.9801198283698064,0.9831048256504372
9,427870,"[1, 3, 9, 11, 5, 8, 0, 2, 6]",2361,462,97804,106491,0.7060406698564593,0.9788135593220338,0.955929354041031,0.9580319550901436
10,546970,"[1, 3, 9, 11, 5, 8, 0, 2, 6, 12]",2515,464,98230,107416,0.7520933014354066,0.9830508474576272,0.9600930478042868,0.9663535931483681
11,671970,"[1, 3, 9, 11, 5, 8, 0, 2, 6, 12, 4]",2787,467,99720,108811,0.833433014354067,0.989406779661017,0.9746562020466607,0.9789035229767175
10,552870,"[1, 3, 9, 11, 5, 8, 0, 2, 6, 4]",2633,465,99298,107880,0.7873803827751196,0.9851694915254238,0.9705316039994918,0.9705279067256828
