method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,9,373927,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",3449,631,174813,198765,1.0,1.0,1.0,1.0,True,1.0
greedy-AV,9,373927,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",3449,631,174813,198765,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost,9,373927,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",3449,631,174813,198765,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost^2,9,373927,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",3449,631,174813,198765,1.0,1.0,1.0,1.0,True,1.0
greedy-CC,9,373927,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",3449,631,174813,198765,1.0,1.0,1.0,1.0,True,1.0
greedy-PAV,9,373927,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",3449,631,174813,198765,1.0,1.0,1.0,1.0,True,1.0
