method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,498400,"[0, 2, 4, 5]",1208,432,86230,93096,0.9893529893529893,0.8709677419354839,0.8305401448605332,0.758357771260997,True
greedy-AV,4,825631,"[0, 1, 4, 5]",1221,496,103824,122760,1.0,1.0,1.0,1.0,True
greedy-AV/cost,4,498400,"[0, 2, 4, 5]",1208,432,86230,93096,0.9893529893529893,0.8709677419354839,0.8305401448605332,0.758357771260997,True
greedy-AV/cost^2,4,498400,"[0, 2, 4, 5]",1208,432,86230,93096,0.9893529893529893,0.8709677419354839,0.8305401448605332,0.758357771260997,True
greedy-CC,4,825631,"[0, 1, 4, 5]",1221,496,103824,122760,1.0,1.0,1.0,1.0,True
greedy-PAV,4,825631,"[0, 1, 4, 5]",1221,496,103824,122760,1.0,1.0,1.0,1.0,True
