method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,144600,"[0, 2, 3, 4]",288,141,7625,9870,1.0,1.0,1.0,1.0,True
greedy-AV,3,182000,"[0, 1, 2]",243,130,6833,8385,0.84375,0.9219858156028369,0.8961311475409836,0.8495440729483282,True
greedy-AV/cost,4,144600,"[0, 2, 3, 4]",288,141,7625,9870,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,4,144600,"[0, 2, 3, 4]",288,141,7625,9870,1.0,1.0,1.0,1.0,True
greedy-CC,4,144600,"[0, 2, 3, 4]",288,141,7625,9870,1.0,1.0,1.0,1.0,True
greedy-PAV,4,144600,"[0, 2, 3, 4]",288,141,7625,9870,1.0,1.0,1.0,1.0,True
