method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,10,913000,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2252,600,167441,179700,1.0,1.0,0.9903590799131726,1.0,True
greedy-AV,1,1000000,[0],582,582,169071,169071,0.25843694493783304,0.97,1.0,0.9408514190317195,True
greedy-AV/cost,10,913000,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2252,600,167441,179700,1.0,1.0,0.9903590799131726,1.0,True
greedy-AV/cost^2,10,913000,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2252,600,167441,179700,1.0,1.0,0.9903590799131726,1.0,True
greedy-CC,1,1000000,[0],582,582,169071,169071,0.25843694493783304,0.97,1.0,0.9408514190317195,True
greedy-PAV,1,1000000,[0],582,582,169071,169071,0.25843694493783304,0.97,1.0,0.9408514190317195,True
