method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,270000,"[0, 1, 2]",627,444,55995,98346,1.0,1.0,1.0,1.0,True
greedy-AV,3,270000,"[0, 1, 2]",627,444,55995,98346,1.0,1.0,1.0,1.0,True
greedy-AV/cost,4,268000,"[0, 1, 6, 9]",605,355,45766,62835,0.9649122807017544,0.7995495495495496,0.8173229752656487,0.6389176987371118,True
greedy-AV/cost^2,4,268000,"[0, 1, 6, 9]",605,355,45766,62835,0.9649122807017544,0.7995495495495496,0.8173229752656487,0.6389176987371118,True
greedy-CC,3,270000,"[0, 1, 2]",627,444,55995,98346,1.0,1.0,1.0,1.0,True
greedy-PAV,3,270000,"[0, 1, 2]",627,444,55995,98346,1.0,1.0,1.0,1.0,True
