method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,5,127260,"[0, 1, 3, 4, 5]",474,192,13961,18336,1.0,0.9896907216494846,0.9557746286027248,0.9794348592489718,True,0.9421762387705153
greedy-AV,4,134225,"[0, 1, 2, 4]",410,194,14607,18721,0.8649789029535865,1.0,1.0,1.0,True,1.0
greedy-AV/cost,5,116085,"[0, 1, 3, 4, 6]",462,186,13456,17205,0.9746835443037974,0.9587628865979382,0.9212021633463408,0.9190214197959512,True,1.0
greedy-AV/cost^2,5,116085,"[0, 1, 3, 4, 6]",462,186,13456,17205,0.9746835443037974,0.9587628865979382,0.9212021633463408,0.9190214197959512,True,1.0
greedy-CC,3,128035,"[0, 2, 3]",305,193,13575,18528,0.6434599156118144,0.9948453608247424,0.9293489422879442,0.9896907216494846,True,1.0
greedy-PAV,4,134225,"[0, 1, 2, 4]",410,194,14607,18721,0.8649789029535865,1.0,1.0,1.0,True,1.0
