subset_size,subset_indices,AV,CC,PAIRS,CONS
4,"[1, 4, 5, 11]",2179,1799,891120,1617301
4,"[1, 4, 6, 7]",1925,1530,756208,1169685
4,"[1, 4, 6, 8]",840,735,98269,269745
4,"[1, 4, 6, 9]",1061,874,138305,381501
4,"[1, 4, 6, 10]",999,805,121233,323610
4,"[1, 4, 6, 11]",1965,1659,817376,1375311
4,"[1, 4, 7, 8]",1774,1390,731339,965355
4,"[1, 4, 7, 9]",1995,1590,775258,1263255
4,"[1, 4, 7, 10]",1933,1402,746053,982101
4,"[1, 4, 7, 11]",2899,2272,1438462,2579856
4,"[1, 4, 8, 9]",910,800,117557,319600
4,"[1, 4, 8, 10]",848,660,96197,217470
4,"[1, 4, 8, 11]",1814,1623,805107,1316253
4,"[1, 4, 9, 10]",1069,865,140392,373680
4,"[1, 4, 9, 11]",2035,1677,826578,1405326
4,"[1, 4, 10, 11]",1973,1694,827952,1433971
4,"[1, 5, 6, 7]",2072,1557,784207,1211346
4,"[1, 5, 6, 8]",987,850,151991,360825
4,"[1, 5, 6, 9]",1208,986,191996,485605
4,"[1, 5, 6, 10]",1146,921,174770,423660
4,"[1, 5, 6, 11]",2112,1733,867627,1500778
4,"[1, 5, 7, 8]",1921,1417,759347,1003236
4,"[1, 5, 7, 9]",2142,1614,803225,1301691
4,"[1, 5, 7, 10]",2080,1434,774221,1027461
4,"[1, 5, 7, 11]",3046,2268,1463291,2570778
4,"[1, 5, 8, 9]",1057,910,171251,413595
4,"[1, 5, 8, 10]",995,774,149729,299151
4,"[1, 5, 8, 11]",1961,1695,855359,1435665
4,"[1, 5, 9, 10]",1216,979,193908,478731
4,"[1, 5, 9, 11]",2182,1752,876867,1533876
4,"[1, 5, 10, 11]",2120,1773,878074,1570878
4,"[1, 6, 7, 8]",1707,1481,731476,1095940
4,"[1, 6, 7, 9]",1928,1610,771124,1295245
4,"[1, 6, 7, 10]",1866,1512,747345,1142316
4,"[1, 6, 7, 11]",2832,2251,1425722,2532375
4,"[1, 6, 8, 9]",843,707,96532,249571
4,"[1, 6, 8, 10]",781,666,81226,221445
4,"[1, 6, 8, 11]",1747,1491,775563,1110795
4,"[1, 6, 9, 10]",1002,800,121155,319600
4,"[1, 6, 9, 11]",1968,1528,795218,1166628
4,"[1, 6, 10, 11]",1906,1585,800135,1255320
4,"[1, 7, 8, 9]",1777,1545,750578,1192740
4,"[1, 7, 8, 10]",1715,1373,722507,941878
4,"[1, 7, 8, 11]",2681,2216,1413579,2454220
4,"[1, 7, 9, 10]",1936,1566,766298,1225395
4,"[1, 7, 9, 11]",2902,2275,1435018,2586675
4,"[1, 7, 10, 11]",2840,2251,1429426,2532375
4,"[1, 8, 9, 10]",851,725,100426,262450
4,"[1, 8, 9, 11]",1817,1506,784774,1133265
4,"[1, 8, 10, 11]",1755,1551,787902,1202025
4,"[1, 9, 10, 11]",1976,1605,809347,1287210
4,"[2, 3, 4, 5]",2143,1702,1011231,1447551
4,"[2, 3, 4, 6]",1929,1680,962800,1410360
4,"[2, 3, 4, 7]",2863,2014,1446477,2027091
4,"[2, 3, 4, 8]",1778,1583,941206,1252153
4,"[2, 3, 4, 9]",1999,1742,981432,1516411
4,"[2, 3, 4, 10]",1937,1657,963351,1371996
4,"[2, 3, 4, 11]",2903,2144,1503306,2297296
4,"[2, 3, 5, 6]",2076,1730,1001413,1495585
4,"[2, 3, 5, 7]",3010,2020,1465086,2039190
4,"[2, 3, 5, 8]",1925,1631,979814,1329265
4,"[2, 3, 5, 9]",2146,1793,1020044,1606528
4,"[2, 3, 5, 10]",2084,1707,1001711,1456071
4,"[2, 3, 5, 11]",3050,2182,1540080,2379471
4,"[2, 3, 6, 7]",2796,2085,1446872,2172570
4,"[2, 3, 6, 8]",1711,1542,925563,1188111
4,"[2, 3, 6, 9]",1932,1643,961727,1348903
4,"[2, 3, 6, 10]",1870,1656,949756,1370340
4,"[2, 3, 6, 11]",2836,2025,1476342,2049300
4,"[2, 3, 7, 8]",2645,1983,1425284,1965153
4,"[2, 3, 7, 9]",2866,2146,1465323,2301585
4,"[2, 3, 7, 10]",2804,2020,1440428,2039190
4,"[2, 3, 7, 11]",3770,2503,1974480,3131253
4,"[2, 3, 8, 9]",1781,1608,944263,1292028
4,"[2, 3, 8, 10]",1719,1561,928193,1217580
4,"[2, 3, 8, 11]",2685,2006,1465991,2011015
4,"[2, 3, 9, 10]",1940,1714,968305,1468041
4,"[2, 3, 9, 11]",2906,2053,1486046,2106378
4,"[2, 3, 10, 11]",2844,2110,1489891,2224995
4,"[2, 4, 5, 6]",1045,878,174084,385003
4,"[2, 4, 5, 7]",1979,1432,775347,1024596
4,"[2, 4, 5, 8]",894,736,149045,270480
4,"[2, 4, 5, 9]",1115,947,193337,447931
4,"[2, 4, 5, 10]",1053,803,171529,322003
4,"[2, 4, 5, 11]",2019,1739,877690,1511191
4,"[2, 4, 6, 7]",1765,1502,748854,1127251
4,"[2, 4, 6, 8]",680,612,81086,186966
4,"[2, 4, 6, 9]",901,756,121146,285390
4,"[2, 4, 6, 10]",839,719,105867,258121
4,"[2, 4, 6, 11]",1805,1547,800366,1195831
4,"[2, 4, 7, 8]",1614,1364,723994,929566
4,"[2, 4, 7, 9]",1835,1569,767941,1230096
4,"[2, 4, 7, 10]",1773,1388,739401,962578
4,"[2, 4, 7, 11]",2739,2252,1431260,2534626
4,"[2, 4, 8, 9]",750,681,100407,231540
4,"[2, 4, 8, 10]",688,576,80842,165600
4,"[2, 4, 8, 11]",1654,1514,788118,1145341
4,"[2, 4, 9, 10]",909,785,125062,307720
4,"[2, 4, 9, 11]",1875,1567,809590,1226961
4,"[2, 4, 10, 11]",1813,1617,812754,1306536
4,"[2, 5, 6, 7]",1912,1545,778036,1192740
4,"[2, 5, 6, 8]",827,767,137313,293761
4,"[2, 5, 6, 9]",1048,908,177338,411778
4,"[2, 5, 6, 10]",986,867,161662,375411
4,"[2, 5, 6, 11]",1952,1656,853074,1370340
4,"[2, 5, 7, 8]",1761,1408,753187,990528
4,"[2, 5, 7, 9]",1982,1609,797091,1293636
4,"[2, 5, 7, 10]",1920,1436,768723,1030330
4,"[2, 5, 7, 11]",2886,2261,1457235,2554930
4,"[2, 5, 8, 9]",897,833,156609,346528
4,"[2, 5, 8, 10]",835,723,136634,261003
4,"[2, 5, 8, 11]",1801,1622,840832,1314631
4,"[2, 5, 9, 10]",1056,932,180838,433846
4,"[2, 5, 9, 11]",2022,1679,862339,1408681
4,"[2, 5, 10, 11]",1960,1724,865092,1485226
4,"[2, 6, 7, 8]",1547,1450,723740,1050525
4,"[2, 6, 7, 9]",1768,1585,763419,1255320
4,"[2, 6, 7, 10]",1706,1495,740410,1116765
4,"[2, 6, 7, 11]",2672,2229,1418149,2483106
4,"[2, 6, 8, 9]",683,547,77713,149331
4,"[2, 6, 8, 10]",621,558,64630,155403
4,"[2, 6, 8, 11]",1587,1343,756926,901153
4,"[2, 6, 9, 10]",842,699,104590,243951
4,"[2, 6, 9, 11]",1808,1377,776569,947376
4,"[2, 6, 10, 11]",1746,1489,783721,1107816
4,"[2, 7, 8, 9]",1617,1519,742876,1152921
4,"[2, 7, 8, 10]",1555,1357,715576,920046
4,"[2, 7, 8, 11]",2521,2197,1406021,2412306
4,"[2, 7, 9, 10]",1776,1555,759399,1208235
4,"[2, 7, 9, 11]",2742,2256,1427468,2543640
4,"[2, 7, 10, 11]",2680,2240,1422642,2507680
4,"[2, 8, 9, 10]",691,623,83866,193753
4,"[2, 8, 9, 11]",1657,1360,766159,924120
4,"[2, 8, 10, 11]",1595,1458,771505,1062153
4,"[2, 9, 10, 11]",1816,1512,792957,1142316
4,"[3, 4, 5, 6]",2347,1827,1035408,1668051
4,"[3, 4, 5, 7]",3281,2056,1486204,2112540
4,"[3, 4, 5, 8]",2196,1730,1013823,1495585
4,"[3, 4, 5, 9]",2417,1881,1053946,1768140
4,"[3, 4, 5, 10]",2355,1774,1033938,1572651
4,"[3, 4, 5, 11]",3321,2267,1573348,2568511
4,"[3, 4, 6, 7]",3067,2137,1470440,2282316
4,"[3, 4, 6, 8]",1982,1705,965348,1452660
4,"[3, 4, 6, 9]",2203,1801,1001430,1620900
4,"[3, 4, 6, 10]",2141,1781,987480,1585090
4,"[3, 4, 6, 11]",3107,2174,1515358,2362051
4,"[3, 4, 7, 8]",2916,2036,1448870,2071630
4,"[3, 4, 7, 9]",3137,2190,1488808,2396955
4,"[3, 4, 7, 10]",3075,2056,1462825,2112540
4,"[3, 4, 7, 11]",4041,2541,1997308,3227070
4,"[3, 4, 8, 9]",2052,1763,983954,1553203
4,"[3, 4, 8, 10]",1990,1684,965919,1417086
4,"[3, 4, 8, 11]",2956,2154,1504994,2318781
4,"[3, 4, 9, 10]",2211,1831,1005943,1675365
4,"[3, 4, 9, 11]",3177,2197,1524994,2412306
4,"[3, 4, 10, 11]",3115,2222,1526860,2467531
4,"[3, 5, 6, 7]",3214,2140,1488983,2288730
4,"[3, 5, 6, 8]",2129,1749,1003878,1528626
4,"[3, 5, 6, 9]",2350,1847,1039963,1704781
4,"[3, 5, 6, 10]",2288,1825,1025762,1664400
4,"[3, 5, 6, 11]",3254,2207,1552054,2434321
4,"[3, 5, 7, 8]",3063,2038,1467409,2075703
4,"[3, 5, 7, 9]",3284,2193,1507341,2403528
4,"[3, 5, 7, 10]",3222,2067,1481609,2135211
4,"[3, 5, 7, 11]",4188,2534,2014091,3209311
4,"[3, 5, 8, 9]",2199,1807,1022481,1631721
4,"[3, 5, 8, 10]",2137,1727,1004188,1490401
4,"[3, 5, 8, 11]",3103,2186,1541687,2388205
4,"[3, 5, 9, 10]",2358,1877,1044226,1760626
4,"[3, 5, 9, 11]",3324,2234,1561733,2494261
4,"[3, 5, 10, 11]",3262,2256,1563327,2543640
4,"[3, 6, 7, 8]",2849,2098,1449138,2199753
4,"[3, 6, 7, 9]",3070,2198,1485035,2414503
4,"[3, 6, 7, 10]",3008,2138,1464281,2284453
4,"[3, 6, 7, 11]",3974,2530,1986296,3199185
4,"[3, 6, 8, 9]",1985,1657,964146,1371996
4,"[3, 6, 8, 10]",1923,1674,952202,1400301
4,"[3, 6, 8, 11]",2889,2031,1477966,2061465
4,"[3, 6, 9, 10]",2144,1766,988185,1558495
4,"[3, 6, 9, 11]",3110,2061,1496242,2122830
4,"[3, 6, 10, 11]",3048,2133,1501817,2273778
4,"[3, 7, 8, 9]",2919,2157,1467571,2325246
4,"[3, 7, 8, 10]",2857,2038,1442737,2075703
4,"[3, 7, 8, 11]",3823,2506,1975922,3138765
4,"[3, 7, 9, 10]",3078,2188,1482561,2392578
4,"[3, 7, 9, 11]",4044,2556,1995925,3265290
4,"[3, 7, 10, 11]",3982,2538,1990848,3219453
4,"[3, 8, 9, 10]",1993,1728,970724,1492128
4,"[3, 8, 9, 11]",2959,2055,1487631,2110485
4,"[3, 8, 10, 11]",2897,2115,1491483,2235555
4,"[3, 9, 10, 11]",3118,2161,1511471,2333880
4,"[4, 5, 6, 7]",2183,1606,803274,1288815
4,"[4, 5, 6, 8]",1098,925,177366,427350
4,"[4, 5, 6, 9]",1319,1057,217296,558096
4,"[4, 5, 6, 10]",1257,989,199816,488566
4,"[4, 5, 6, 11]",2223,1786,892010,1594005
4,"[4, 5, 7, 8]",2032,1471,778446,1081185
4,"[4, 5, 7, 9]",2253,1666,822266,1386945
4,"[4, 5, 7, 10]",2191,1481,792804,1095940
4,"[4, 5, 7, 11]",3157,2308,1481535,2662278
4,"[4, 5, 8, 9]",1168,987,196589,486591
4,"[4, 5, 8, 10]",1106,848,174815,359128
4,"[4, 5, 8, 11]",2072,1755,879783,1539135
4,"[4, 5, 9, 10]",1327,1050,218926,550725
4,"[4, 5, 9, 11]",2293,1808,901232,1633528
4,"[4, 5, 10, 11]",2231,1825,902175,1664400
4,"[4, 6, 7, 8]",1818,1538,751906,1181953
4,"[4, 6, 7, 9]",2039,1664,791491,1383616
4,"[4, 6, 7, 10]",1977,1562,767296,1219141
4,"[4, 6, 7, 11]",2943,2295,1445279,2632365
4,"[4, 6, 8, 9]",954,795,124368,315615
4,"[4, 6, 8, 10]",892,764,109122,291466
4,"[4, 6, 8, 11]",1858,1564,802464,1222266
4,"[4, 6, 9, 10]",1113,895,148992,400065
4,"[4, 6, 9, 11]",2079,1600,822077,1279200
4,"[4, 6, 10, 11]",2017,1663,827034,1381953
4,"[4, 7, 8, 9]",1888,1602,770974,1282401
4,"[4, 7, 8, 10]",1826,1427,742489,1017451
4,"[4, 7, 8, 11]",2792,2264,1433168,2561716
4,"[4, 7, 9, 10]",2047,1619,786226,1309771
4,"[4, 7, 9, 11]",3013,2320,1454560,2690040
4,"[4, 7, 10, 11]",2951,2292,1448543,2625486
4,"[4, 8, 9, 10]",962,824,128287,339076
4,"[4, 8, 9, 11]",1928,1581,811653,1248990
4,"[4, 8, 10, 11]",1866,1633,814827,1332528
4,"[4, 9, 10, 11]",2087,1686,836233,1420455
4,"[5, 6, 7, 8]",1965,1577,781021,1242676
4,"[5, 6, 7, 9]",2186,1700,820566,1444150
4,"[5, 6, 7, 10]",2124,1606,796544,1288815
4,"[5, 6, 7, 11]",3090,2298,1471177,2639253
4,"[5, 6, 8, 9]",1101,940,180478,441330
4,"[5, 6, 8, 10]",1039,904,164824,408156
4,"[5, 6, 8, 11]",2005,1665,855087,1385280
4,"[5, 6, 9, 10]",1260,1035,204679,535095
4,"[5, 6, 9, 11]",2226,1703,874732,1449253
4,"[5, 6, 10, 11]",2164,1762,879283,1551441
4,"[5, 7, 8, 9]",2035,1637,800055,1339066
4,"[5, 7, 8, 10]",1973,1469,771735,1078246
4,"[5, 7, 8, 11]",2939,2267,1459071,2568511
4,"[5, 7, 9, 10]",2194,1660,815445,1376970
4,"[5, 7, 9, 11]",3160,2325,1480487,2701650
4,"[5, 7, 10, 11]",3098,2304,1474628,2653056
4,"[5, 8, 9, 10]",1109,962,183968,462241
4,"[5, 8, 9, 11]",2075,1684,864315,1417086
4,"[5, 8, 10, 11]",2013,1730,867067,1495585
4,"[5, 9, 10, 11]",2234,1788,888521,1597578
4,"[6, 7, 8, 9]",1821,1610,766340,1295245
4,"[6, 7, 8, 10]",1759,1525,743377,1162050
4,"[6, 7, 8, 11]",2725,2235,1419979,2496495
4,"[6, 7, 9, 10]",1980,1647,782854,1355481
4,"[6, 7, 9, 11]",2946,2277,1439569,2591226
4,"[6, 7, 10, 11]",2884,2278,1436555,2593503
4,"[6, 8, 9, 10]",895,729,107704,265356
4,"[6, 8, 9, 11]",1861,1387,778579,961191
4,"[6, 8, 10, 11]",1799,1498,785716,1121253
4,"[6, 9, 10, 11]",2020,1536,805321,1178880
4,"[7, 8, 9, 10]",1829,1583,762346,1252153
4,"[7, 8, 9, 11]",2795,2260,1429269,2552670
4,"[7, 8, 10, 11]",2733,2246,1424461,2521135
4,"[7, 9, 10, 11]",2954,2305,1445835,2655360
4,"[8, 9, 10, 11]",1869,1518,794916,1151403
5,"[0, 1, 2, 3, 4]",2522,1829,1101915,1671706
5,"[0, 1, 2, 3, 5]",2669,1872,1140570,1751256
5,"[0, 1, 2, 3, 6]",2455,1896,1099780,1796460
5,"[0, 1, 2, 3, 7]",3389,2094,1531315,2191371
5,"[0, 1, 2, 3, 8]",2304,1799,1078149,1617301
5,"[0, 1, 2, 3, 9]",2525,1950,1117932,1900275
5,"[0, 1, 2, 3, 10]",2463,1819,1092035,1653471
5,"[0, 1, 2, 3, 11]",3429,2340,1636931,2736630
5,"[0, 1, 2, 4, 5]",1638,1069,332271,570846
5,"[0, 1, 2, 4, 6]",1424,1062,277354,563391
5,"[0, 1, 2, 4, 7]",2358,1519,846166,1152921
5,"[0, 1, 2, 4, 8]",1273,911,252203,414505
5,"[0, 1, 2, 4, 9]",1494,1110,295966,615495
5,"[0, 1, 2, 4, 10]",1432,929,266935,431056
5,"[0, 1, 2, 4, 11]",2398,1900,979119,1804050
5,"[0, 1, 2, 5, 6]",1571,1192,333149,709836
5,"[0, 1, 2, 5, 7]",2505,1556,875738,1209790
5,"[0, 1, 2, 5, 8]",1420,1046,308026,546535
5,"[0, 1, 2, 5, 9]",1641,1240,351753,768180
5,"[0, 1, 2, 5, 10]",1579,1063,322468,564453
5,"[0, 1, 2, 5, 11]",2545,1999,1031538,1997001
5,"[0, 1, 2, 6, 7]",2291,1650,853682,1360425
5,"[0, 1, 2, 6, 8]",1206,995,248763,494515
5,"[0, 1, 2, 6, 9]",1427,1127,288279,634501
5,"[0, 1, 2, 6, 10]",1365,1024,264314,523776
5,"[0, 1, 2, 6, 11]",2331,1870,962804,1747515
5,"[0, 1, 2, 7, 8]",2140,1510,828776,1139295
5,"[0, 1, 2, 7, 9]",2361,1700,872154,1444150
5,"[0, 1, 2, 7, 10]",2299,1516,839688,1148370
5,"[0, 1, 2, 7, 11]",3265,2359,1531522,2781261
5,"[0, 1, 2, 8, 9]",1276,1048,267445,548628
5,"[0, 1, 2, 8, 10]",1214,876,239207,383250
5,"[0, 1, 2, 8, 11]",2180,1838,950523,1688203
5,"[0, 1, 2, 9, 10]",1435,1071,282874,572985
5,"[0, 1, 2, 9, 11]",2401,1878,971475,1762503
5,"[0, 1, 2, 10, 11]",2339,1869,966054,1745646
5,"[0, 1, 3, 4, 5]",2940,1902,1163121,1807851
5,"[0, 1, 3, 4, 6]",2726,1954,1126030,1908081
5,"[0, 1, 3, 4, 7]",3660,2117,1547936,2239786
5,"[0, 1, 3, 4, 8]",2575,1854,1104385,1717731
5,"[0, 1, 3, 4, 9]",2796,2002,1144083,2003001
5,"[0, 1, 3, 4, 10]",2734,1866,1117495,1740045
5,"[0, 1, 3, 4, 11]",3700,2384,1662440,2840536
5,"[0, 1, 3, 5, 6]",2873,1993,1164613,1985028
5,"[0, 1, 3, 5, 7]",3807,2122,1567137,2250381
5,"[0, 1, 3, 5, 8]",2722,1894,1142977,1792671
5,"[0, 1, 3, 5, 9]",2943,2041,1182674,2081820
5,"[0, 1, 3, 5, 10]",2881,1909,1155918,1821186
5,"[0, 1, 3, 5, 11]",3847,2417,1699259,2919736
5,"[0, 1, 3, 6, 7]",3593,2213,1555150,2447578
5,"[0, 1, 3, 6, 8]",2508,1915,1102153,1832655
5,"[0, 1, 3, 6, 9]",2729,2009,1137827,2017036
5,"[0, 1, 3, 6, 10]",2667,1939,1116037,1878891
5,"[0, 1, 3, 6, 11]",3633,2365,1648852,2795430
5,"[0, 1, 3, 7, 8]",3442,2109,1533541,2222886
5,"[0, 1, 3, 7, 9]",3663,2258,1573041,2548153
5,"[0, 1, 3, 7, 10]",3601,2120,1543421,2246140
5,"[0, 1, 3, 7, 11]",4567,2602,2078958,3383901
5,"[0, 1, 3, 8, 9]",2578,1968,1120285,1935528
5,"[0, 1, 3, 8, 10]",2516,1841,1094430,1693720
5,"[0, 1, 3, 8, 11]",3482,2350,1638493,2760075
5,"[0, 1, 3, 9, 10]",2737,1984,1134032,1967136
5,"[0, 1, 3, 9, 11]",3703,2386,1658076,2845305
5,"[0, 1, 3, 10, 11]",3641,2364,1652162,2793066
5,"[0, 1, 4, 5, 6]",1842,1258,360543,790653
5,"[0, 1, 4, 5, 7]",2776,1588,894071,1260078
5,"[0, 1, 4, 5, 8]",1691,1110,335420,615495
5,"[0, 1, 4, 5, 9]",1912,1301,379063,845650
5,"[0, 1, 4, 5, 10]",1850,1119,349111,625521
5,"[0, 1, 4, 5, 11]",2816,2043,1057890,2085903
5,"[0, 1, 4, 6, 7]",2562,1696,874043,1437360
5,"[0, 1, 4, 6, 8]",1477,1101,280468,605550
5,"[0, 1, 4, 6, 9]",1698,1225,319899,749700
5,"[0, 1, 4, 6, 10]",1636,1118,295175,624403
5,"[0, 1, 4, 6, 11]",2602,1949,993390,1898326
5,"[0, 1, 4, 7, 8]",2411,1555,849140,1208235
5,"[0, 1, 4, 7, 9]",2632,1741,892437,1514670
5,"[0, 1, 4, 7, 10]",2570,1553,859447,1205128
5,"[0, 1, 4, 7, 11]",3536,2388,1550918,2850078
5,"[0, 1, 4, 8, 9]",1547,1147,299059,657231
5,"[0, 1, 4, 8, 10]",1485,970,270069,469965
5,"[0, 1, 4, 8, 11]",2451,1916,981099,1834570
5,"[0, 1, 4, 9, 10]",1706,1161,313655,673380
5,"[0, 1, 4, 9, 11]",2672,1956,1002006,1911990
5,"[0, 1, 4, 10, 11]",2610,1941,995819,1882770
5,"[0, 1, 5, 6, 7]",2709,1726,903531,1488675
5,"[0, 1, 5, 6, 8]",1624,1227,336199,752151
5,"[0, 1, 5, 6, 9]",1845,1348,375599,907878
5,"[0, 1, 5, 6, 10]",1783,1244,350621,773146
5,"[0, 1, 5, 6, 11]",2749,2040,1045720,2079780
5,"[0, 1, 5, 7, 8]",2558,1588,878654,1260078
5,"[0, 1, 5, 7, 9]",2779,1769,921906,1563796
5,"[0, 1, 5, 7, 10]",2717,1587,888862,1258491
5,"[0, 1, 5, 7, 11]",3683,2393,1577307,2862028
5,"[0, 1, 5, 8, 9]",1694,1272,354780,808356
5,"[0, 1, 5, 8, 10]",1632,1098,325528,602253
5,"[0, 1, 5, 8, 11]",2598,2009,1033449,2017036
5,"[0, 1, 5, 9, 10]",1853,1287,369093,827541
5,"[0, 1, 5, 9, 11]",2819,2051,1054391,2102275
5,"[0, 1, 5, 10, 11]",2757,2036,1047925,2071630
5,"[0, 1, 6, 7, 8]",2344,1677,856549,1405326
5,"[0, 1, 6, 7, 9]",2565,1794,895599,1608321
5,"[0, 1, 6, 7, 10]",2503,1685,867452,1418770
5,"[0, 1, 6, 7, 11]",3469,2396,1545409,2869210
5,"[0, 1, 6, 8, 9]",1480,1159,291290,671061
5,"[0, 1, 6, 8, 10]",1418,1057,267347,558096
5,"[0, 1, 6, 8, 11]",2384,1882,964732,1770021
5,"[0, 1, 6, 9, 10]",1639,1180,306696,695610
5,"[0, 1, 6, 9, 11]",2605,1911,983858,1825005
5,"[0, 1, 6, 10, 11]",2543,1911,980206,1825005
5,"[0, 1, 7, 8, 9]",2414,1728,875009,1492128
5,"[0, 1, 7, 8, 10]",2352,1547,842590,1195831
5,"[0, 1, 7, 8, 11]",3318,2367,1533286,2800161
5,"[0, 1, 7, 9, 10]",2573,1728,885781,1492128
5,"[0, 1, 7, 9, 11]",3539,2412,1554159,2907666
5,"[0, 1, 7, 10, 11]",3477,2380,1544241,2831010
5,"[0, 1, 8, 9, 10]",1488,1103,285885,607753
5,"[0, 1, 8, 9, 11]",2454,1889,973373,1783216
5,"[0, 1, 8, 10, 11]",2392,1880,967955,1766260
5,"[0, 1, 9, 10, 11]",2613,1924,988864,1849926
5,"[0, 2, 3, 4, 5]",2780,1886,1154811,1777555
5,"[0, 2, 3, 4, 6]",2566,1913,1115366,1828828
5,"[0, 2, 3, 4, 7]",3500,2114,1543634,2233441
5,"[0, 2, 3, 4, 8]",2415,1816,1093734,1648020
5,"[0, 2, 3, 4, 9]",2636,1965,1133452,1929630
5,"[0, 2, 3, 4, 10]",2574,1837,1107696,1686366
5,"[0, 2, 3, 4, 11]",3540,2347,1651847,2753031
5,"[0, 2, 3, 5, 6]",2713,1968,1155751,1935528
5,"[0, 2, 3, 5, 7]",3647,2126,1563822,2258875
5,"[0, 2, 3, 5, 8]",2562,1872,1134132,1751256
5,"[0, 2, 3, 5, 9]",2783,2021,1173847,2041210
5,"[0, 2, 3, 5, 10]",2721,1893,1147765,1790778
5,"[0, 2, 3, 5, 11]",3687,2394,1690446,2864421
5,"[0, 2, 3, 6, 7]",3433,2208,1550752,2436528
5,"[0, 2, 3, 6, 8]",2348,1867,1090828,1741911
5,"[0, 2, 3, 6, 9]",2569,1963,1126521,1925703
5,"[0, 2, 3, 6, 10]",2507,1901,1105632,1805950
5,"[0, 2, 3, 6, 11]",3473,2319,1637592,2687721
5,"[0, 2, 3, 7, 8]",3282,2107,1529155,2218671
5,"[0, 2, 3, 7, 9]",3503,2257,1568676,2545896
5,"[0, 2, 3, 7, 10]",3441,2120,1539427,2246140
5,"[0, 2, 3, 7, 11]",4407,2599,2074623,3376101
5,"[0, 2, 3, 8, 9]",2418,1924,1108993,1849926
5,"[0, 2, 3, 8, 10]",2356,1806,1084039,1629915
5,"[0, 2, 3, 8, 11]",3322,2304,1627243,2653056
5,"[0, 2, 3, 9, 10]",2577,1950,1123661,1900275
5,"[0, 2, 3, 9, 11]",3543,2342,1646838,2741311
5,"[0, 2, 3, 10, 11]",3481,2328,1641827,2708628
5,"[0, 2, 4, 5, 6]",1682,1227,351110,752151
5,"[0, 2, 4, 5, 7]",2616,1590,890204,1263255
5,"[0, 2, 4, 5, 8]",1531,1081,325994,583740
5,"[0, 2, 4, 5, 9]",1752,1273,369661,809628
5,"[0, 2, 4, 5, 10]",1690,1098,340349,602253
5,"[0, 2, 4, 5, 11]",2656,2015,1048553,2029105
5,"[0, 2, 4, 6, 7]",2402,1682,868900,1413721
5,"[0, 2, 4, 6, 8]",1317,1036,268370,536130
5,"[0, 2, 4, 6, 9]",1538,1164,307831,676866
5,"[0, 2, 4, 6, 10]",1476,1068,284006,569778
5,"[0, 2, 4, 6, 11]",2442,1892,981438,1788886
5,"[0, 2, 4, 7, 8]",2251,1542,844001,1188111
5,"[0, 2, 4, 7, 9]",2472,1730,887325,1495585
5,"[0, 2, 4, 7, 10]",2410,1547,854733,1195831
5,"[0, 2, 4, 7, 11]",3376,2378,1545893,2826253
5,"[0, 2, 4, 8, 9]",1387,1083,286989,585903
5,"[0, 2, 4, 8, 10]",1325,921,258906,423660
5,"[0, 2, 4, 8, 11]",2291,1859,969153,1727011
5,"[0, 2, 4, 9, 10]",1546,1113,302516,618828
5,"[0, 2, 4, 9, 11]",2512,1899,990072,1802151
5,"[0, 2, 4, 10, 11]",2450,1895,984780,1794565
5,"[0, 2, 5, 6, 7]",2549,1727,899577,1490401
5,"[0, 2, 5, 6, 8]",1464,1189,326188,706266
5,"[0, 2, 5, 6, 9]",1685,1314,365614,862641
5,"[0, 2, 5, 6, 10]",1623,1216,341352,738720
5,"[0, 2, 5, 6, 11]",2589,2005,1035807,2009010
5,"[0, 2, 5, 7, 8]",2398,1591,874706,1264845
5,"[0, 2, 5, 7, 9]",2619,1773,917983,1570878
5,"[0, 2, 5, 7, 10]",2557,1594,885238,1269621
5,"[0, 2, 5, 7, 11]",3523,2395,1573434,2866815
5,"[0, 2, 5, 8, 9]",1534,1237,344800,764466
5,"[0, 2, 5, 8, 10]",1472,1072,316267,574056
5,"[0, 2, 5, 8, 11]",2438,1975,1023547,1949325
5,"[0, 2, 5, 9, 10]",1693,1262,359856,795691
5,"[0, 2, 5, 9, 11]",2659,2018,1044499,2035153
5,"[0, 2, 5, 10, 11]",2597,2009,1038747,2017036
5,"[0, 2, 6, 7, 8]",2184,1665,851324,1385280
5,"[0, 2, 6, 7, 9]",2405,1786,890405,1594005
5,"[0, 2, 6, 7, 10]",2343,1680,862662,1410360
5,"[0, 2, 6, 7, 11]",3309,2388,1540309,2850078
5,"[0, 2, 6, 8, 9]",1320,1087,278493,590241
5,"[0, 2, 6, 8, 10]",1258,997,255527,496506
5,"[0, 2, 6, 8, 11]",2224,1816,952068,1648020
5,"[0, 2, 6, 9, 10]",1479,1125,294907,632250
5,"[0, 2, 6, 9, 11]",2445,1846,971205,1702935
5,"[0, 2, 6, 10, 11]",2383,1857,968526,1723296
5,"[0, 2, 7, 8, 9]",2254,1718,869813,1474903
5,"[0, 2, 7, 8, 10]",2192,1543,837805,1189653
5,"[0, 2, 7, 8, 11]",3158,2360,1528192,2783620
5,"[0, 2, 7, 9, 10]",2413,1725,881021,1486950
5,"[0, 2, 7, 9, 11]",3379,2405,1549078,2890810
5,"[0, 2, 7, 10, 11]",3317,2375,1539559,2819125
