method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,5,235300,"[0, 1, 3, 8, 10]",459,212,17134,22366,1.0,0.9636363636363636,0.980093810776799,0.9284350352843505,True,0.7991626206896552
greedy-AV,3,230000,"[0, 1, 2]",375,212,17482,22366,0.8169934640522876,0.9636363636363636,1.0,0.9284350352843505,True,1.0
greedy-AV/cost,5,205300,"[1, 2, 3, 8, 10]",426,218,16661,23653,0.9281045751633988,0.990909090909091,0.9530374099073332,0.981859692818597,True,0.8558403529411764
greedy-AV/cost^2,5,205300,"[1, 2, 3, 8, 10]",426,218,16661,23653,0.9281045751633988,0.990909090909091,0.9530374099073332,0.981859692818597,True,0.8558403529411764
greedy-CC,3,230000,"[0, 1, 2]",375,212,17482,22366,0.8169934640522876,0.9636363636363636,1.0,0.9284350352843505,True,1.0
greedy-PAV,3,230000,"[0, 1, 2]",375,212,17482,22366,0.8169934640522876,0.9636363636363636,1.0,0.9284350352843505,True,1.0
