method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,152794,"[0, 1, 3, 4]",930,661,115227,218130,1.0,1.0,1.0,1.0,True
greedy-AV,4,152794,"[0, 1, 3, 4]",930,661,115227,218130,1.0,1.0,1.0,1.0,True
greedy-AV/cost,4,152794,"[0, 1, 3, 4]",930,661,115227,218130,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,4,152794,"[0, 1, 3, 4]",930,661,115227,218130,1.0,1.0,1.0,1.0,True
greedy-CC,4,152794,"[0, 1, 3, 4]",930,661,115227,218130,1.0,1.0,1.0,1.0,True
greedy-PAV,4,152794,"[0, 1, 3, 4]",930,661,115227,218130,1.0,1.0,1.0,1.0,True
