method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,588000,"[0, 1, 3, 6, 9, 11]",3059,2308,894656,2662278,0.843396746622553,0.9775518847945786,0.909194012255973,0.9555983890767342,True
greedy-AV,5,655700,"[0, 1, 2, 3, 9]",3074,2361,984010,2785980,0.8475323959194927,1.0,1.0,1.0,True
greedy-AV/cost,8,585700,"[1, 2, 3, 5, 6, 8, 9, 11]",3627,2133,826736,2273778,1.0,0.9034307496823379,0.8401703234723225,0.8161501518316714,False
greedy-AV/cost^2,8,585700,"[1, 2, 3, 5, 6, 8, 9, 11]",3627,2133,826736,2273778,1.0,0.9034307496823379,0.8401703234723225,0.8161501518316714,False
greedy-CC,5,655700,"[0, 1, 2, 3, 9]",3074,2361,984010,2785980,0.8475323959194927,1.0,1.0,1.0,True
greedy-PAV,5,655700,"[0, 1, 2, 3, 9]",3074,2361,984010,2785980,0.8475323959194927,1.0,1.0,1.0,True
