method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,7,353594,"[0, 1, 2, 4, 5, 6, 7]",2416,1000,345757,499500,1.0,1.0,1.0,1.0,True,0.75429519333307
greedy-AV,4,351193,"[0, 1, 2, 3]",1814,885,324030,391170,0.7508278145695364,0.885,0.9371610697686524,0.7831231231231232,True,0.2385377961822529
greedy-AV/cost,9,312417,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",2231,809,192514,326836,0.9234271523178808,0.809,0.5567898842250483,0.6543263263263264,False,0.11877410803496924
greedy-AV/cost^2,9,312417,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",2231,809,192514,326836,0.9234271523178808,0.809,0.5567898842250483,0.6543263263263264,False,0.11877410803496924
greedy-CC,7,353594,"[0, 1, 2, 4, 5, 6, 7]",2416,1000,345757,499500,1.0,1.0,1.0,1.0,True,0.75429519333307
greedy-PAV,7,353594,"[0, 1, 2, 4, 5, 6, 7]",2416,1000,345757,499500,1.0,1.0,1.0,1.0,True,0.75429519333307
