method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,124252,"[0, 1, 2, 3]",594,225,21426,25200,1.0,0.9533898305084746,1.0,0.9087630724846736,True
greedy-AV,4,124252,"[0, 1, 2, 3]",594,225,21426,25200,1.0,0.9533898305084746,1.0,0.9087630724846736,True
greedy-AV/cost,4,124252,"[0, 1, 2, 3]",594,225,21426,25200,1.0,0.9533898305084746,1.0,0.9087630724846736,True
greedy-AV/cost^2,4,124252,"[0, 1, 2, 3]",594,225,21426,25200,1.0,0.9533898305084746,1.0,0.9087630724846736,True
greedy-CC,2,123000,"[0, 4]",258,220,16650,24090,0.43434343434343436,0.9322033898305084,0.7770932511901428,0.8687342228633249,True
greedy-PAV,4,124252,"[0, 1, 2, 3]",594,225,21426,25200,1.0,0.9533898305084746,1.0,0.9087630724846736,True
