method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,52719,"[0, 1, 2, 3, 4, 8]",4660,2686,1779659,3605955,1.0,1.0,1.0,1.0,True
greedy-AV,6,52719,"[0, 1, 2, 3, 4, 8]",4660,2686,1779659,3605955,1.0,1.0,1.0,1.0,True
greedy-AV/cost,6,52719,"[0, 1, 2, 3, 4, 8]",4660,2686,1779659,3605955,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,6,52719,"[0, 1, 2, 3, 4, 8]",4660,2686,1779659,3605955,1.0,1.0,1.0,1.0,True
greedy-CC,6,52719,"[0, 1, 2, 3, 4, 8]",4660,2686,1779659,3605955,1.0,1.0,1.0,1.0,True
greedy-PAV,6,52719,"[0, 1, 2, 3, 4, 8]",4660,2686,1779659,3605955,1.0,1.0,1.0,1.0,True
