method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,5,39500,"[0, 1, 3, 5, 9]",1382,660,152667,217470,1.0,1.0,1.0,1.0,True
greedy-AV,5,39500,"[0, 1, 3, 5, 9]",1382,660,152667,217470,1.0,1.0,1.0,1.0,True
greedy-AV/cost,5,35500,"[0, 1, 5, 7, 9]",1313,655,144664,214185,0.9500723589001447,0.9924242424242424,0.947578717077037,0.9848944682025107,True
greedy-AV/cost^2,5,35500,"[0, 1, 5, 7, 9]",1313,655,144664,214185,0.9500723589001447,0.9924242424242424,0.947578717077037,0.9848944682025107,True
greedy-CC,4,37000,"[0, 1, 5, 6]",1174,642,140452,205761,0.849493487698987,0.9727272727272728,0.9199892576653763,0.9461580907711409,True
greedy-PAV,5,39500,"[0, 1, 3, 5, 9]",1382,660,152667,217470,1.0,1.0,1.0,1.0,True
