subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
1,10000,[7],109,109,5886,5886
1,17100,[5],155,155,11935,11935
2,31460,"[7, 6]",222,205,12078,20910
3,48560,"[7, 5, 6]",377,310,23250,47895
2,410000,"[7, 1]",527,476,91764,113050
2,38560,"[5, 6]",268,239,17857,28441
1,80000,[3],180,180,16110,16110
2,27100,"[7, 5]",264,236,17443,27730
1,431000,[2],377,377,70876,70876
1,21460,[6],113,113,6328,6328
2,90000,"[7, 3]",289,288,21996,41328
1,420000,[4],168,168,14028,14028
1,400000,[1],418,418,87153,87153
1,430000,[0],830,830,344035,344035
3,107100,"[7, 5, 3]",444,413,33552,85078
3,111460,"[7, 6, 3]",402,382,28187,72771
4,128560,"[7, 5, 6, 3]",557,485,39358,117370
3,431460,"[7, 6, 1]",640,521,96375,135460
3,427100,"[7, 5, 1]",682,554,101704,153181
2,430000,"[7, 4]",277,248,19508,30628
2,101460,"[6, 3]",293,291,22437,42195
2,97100,"[5, 3]",335,333,28044,55278
2,421460,"[6, 1]",531,474,91885,112101
2,417100,"[5, 1]",573,515,97435,132355
3,118560,"[5, 6, 3]",448,415,33965,85905
