subset_size,subset_indices,AV,CC,PAIRS,CONS,EJR,beta_EJR
5,"[0, 2, 6, 7, 8]",110,49,859,1176,True,1.0
5,"[0, 2, 6, 7, 9]",111,49,868,1176,True,1.0
5,"[0, 2, 6, 8, 9]",107,48,852,1128,True,1.0
5,"[0, 2, 7, 8, 9]",104,48,841,1128,True,1.0
5,"[0, 3, 4, 5, 6]",103,46,795,1035,True,1.0
5,"[0, 3, 4, 5, 7]",100,46,769,1035,True,1.0
5,"[0, 3, 4, 5, 8]",96,47,780,1081,True,1.0
5,"[0, 3, 4, 5, 9]",97,47,795,1081,True,1.0
5,"[0, 3, 4, 6, 7]",110,46,801,1035,True,1.0
5,"[0, 3, 4, 6, 8]",106,48,822,1128,True,1.0
5,"[0, 3, 4, 6, 9]",107,48,828,1128,True,1.0
5,"[0, 3, 4, 7, 8]",103,48,793,1128,True,1.0
5,"[0, 3, 4, 7, 9]",104,48,806,1128,True,1.0
5,"[0, 3, 4, 8, 9]",100,48,812,1128,True,1.0
5,"[0, 3, 5, 6, 7]",100,44,734,946,True,1.0
5,"[0, 3, 5, 6, 8]",96,46,749,1035,True,1.0
5,"[0, 3, 5, 6, 9]",97,46,754,1035,True,1.0
5,"[0, 3, 5, 7, 8]",93,45,715,990,True,1.0
5,"[0, 3, 5, 7, 9]",94,46,729,1035,True,1.0
5,"[0, 3, 5, 8, 9]",90,46,727,1035,True,1.0
5,"[0, 3, 6, 7, 8]",103,47,767,1081,True,1.0
5,"[0, 3, 6, 7, 9]",104,47,773,1081,True,1.0
5,"[0, 3, 6, 8, 9]",100,47,782,1081,True,1.0
5,"[0, 3, 7, 8, 9]",97,47,754,1081,True,1.0
5,"[0, 4, 5, 6, 7]",102,45,766,990,True,1.0
5,"[0, 4, 5, 6, 8]",98,47,784,1081,True,1.0
5,"[0, 4, 5, 6, 9]",99,46,791,1035,True,1.0
5,"[0, 4, 5, 7, 8]",95,47,757,1081,True,1.0
5,"[0, 4, 5, 7, 9]",96,46,774,1035,True,1.0
5,"[0, 4, 5, 8, 9]",92,47,765,1081,True,1.0
5,"[0, 4, 6, 7, 8]",105,48,789,1128,True,1.0
5,"[0, 4, 6, 7, 9]",106,47,798,1081,True,1.0
5,"[0, 4, 6, 8, 9]",102,48,805,1128,True,1.0
5,"[0, 4, 7, 8, 9]",99,48,788,1128,True,1.0
5,"[0, 5, 6, 7, 8]",95,46,721,1035,True,1.0
5,"[0, 5, 6, 7, 9]",96,45,730,990,True,1.0
5,"[0, 5, 6, 8, 9]",92,46,731,1035,True,1.0
5,"[0, 5, 7, 8, 9]",89,46,711,1035,True,1.0
5,"[0, 6, 7, 8, 9]",99,46,752,1035,True,1.0
5,"[1, 2, 3, 4, 5]",103,48,801,1128,True,1.0
5,"[1, 2, 3, 4, 6]",113,49,867,1176,True,1.0
5,"[1, 2, 3, 4, 7]",110,49,847,1176,True,1.0
5,"[1, 2, 3, 4, 8]",106,48,819,1128,True,1.0
5,"[1, 2, 3, 4, 9]",107,50,836,1225,True,1.0
5,"[1, 2, 3, 5, 6]",103,47,808,1081,True,1.0
5,"[1, 2, 3, 5, 7]",100,47,787,1081,True,1.0
5,"[1, 2, 3, 5, 8]",96,46,747,1035,True,1.0
5,"[1, 2, 3, 5, 9]",97,48,765,1128,True,1.0
5,"[1, 2, 3, 6, 7]",110,48,848,1128,True,1.0
5,"[1, 2, 3, 6, 8]",106,47,828,1081,True,1.0
5,"[1, 2, 3, 6, 9]",107,49,838,1176,True,1.0
5,"[1, 2, 3, 7, 8]",103,47,806,1081,True,1.0
5,"[1, 2, 3, 7, 9]",104,49,826,1176,True,1.0
5,"[1, 2, 3, 8, 9]",100,48,784,1128,True,1.0
5,"[1, 2, 4, 5, 6]",105,48,807,1128,True,1.0
5,"[1, 2, 4, 5, 7]",102,47,789,1081,True,1.0
5,"[1, 2, 4, 5, 8]",98,47,744,1081,True,1.0
5,"[1, 2, 4, 5, 9]",99,48,766,1128,True,1.0
5,"[1, 2, 4, 6, 7]",112,49,838,1176,True,1.0
5,"[1, 2, 4, 6, 8]",108,48,821,1128,True,1.0
5,"[1, 2, 4, 6, 9]",109,49,834,1176,True,1.0
5,"[1, 2, 4, 7, 8]",105,48,806,1128,True,1.0
5,"[1, 2, 4, 7, 9]",106,50,829,1225,True,1.0
5,"[1, 2, 4, 8, 9]",102,49,778,1176,True,1.0
5,"[1, 2, 5, 6, 7]",102,47,789,1081,True,1.0
5,"[1, 2, 5, 6, 8]",98,46,762,1035,True,1.0
5,"[1, 2, 5, 6, 9]",99,48,775,1128,True,1.0
5,"[1, 2, 5, 7, 8]",95,46,745,1035,True,1.0
5,"[1, 2, 5, 7, 9]",96,48,771,1128,True,1.0
5,"[1, 2, 5, 8, 9]",92,47,709,1081,True,1.0
5,"[1, 2, 6, 7, 8]",105,47,806,1081,True,1.0
5,"[1, 2, 6, 7, 9]",106,49,826,1176,True,1.0
5,"[1, 2, 6, 8, 9]",102,48,791,1128,True,1.0
5,"[1, 2, 7, 8, 9]",99,48,789,1128,True,1.0
5,"[1, 3, 4, 5, 6]",98,46,717,1035,True,1.0
5,"[1, 3, 4, 5, 7]",95,46,682,1035,True,1.0
5,"[1, 3, 4, 5, 8]",91,44,655,946,True,1.0
5,"[1, 3, 4, 5, 9]",92,47,674,1081,True,1.0
5,"[1, 3, 4, 6, 7]",105,46,741,1035,True,1.0
5,"[1, 3, 4, 6, 8]",101,45,735,990,True,1.0
5,"[1, 3, 4, 6, 9]",102,47,747,1081,True,1.0
5,"[1, 3, 4, 7, 8]",98,45,699,990,True,1.0
5,"[1, 3, 4, 7, 9]",99,47,720,1081,True,1.0
5,"[1, 3, 4, 8, 9]",95,46,691,1035,True,1.0
5,"[1, 3, 5, 6, 7]",95,45,681,990,True,1.0
5,"[1, 3, 5, 6, 8]",91,44,658,946,True,1.0
5,"[1, 3, 5, 6, 9]",92,45,666,990,True,1.0
5,"[1, 3, 5, 7, 8]",88,43,622,903,True,1.0
5,"[1, 3, 5, 7, 9]",89,45,642,990,True,1.0
5,"[1, 3, 5, 8, 9]",85,42,593,861,True,1.0
5,"[1, 3, 6, 7, 8]",98,44,700,946,True,1.0
5,"[1, 3, 6, 7, 9]",99,46,714,1035,True,1.0
5,"[1, 3, 6, 8, 9]",95,45,688,990,True,1.0
5,"[1, 3, 7, 8, 9]",92,44,662,946,True,1.0
5,"[1, 4, 5, 6, 7]",97,45,690,990,True,1.0
5,"[1, 4, 5, 6, 8]",93,45,681,990,True,1.0
5,"[1, 4, 5, 6, 9]",94,46,694,1035,True,1.0
5,"[1, 4, 5, 7, 8]",90,45,649,990,True,1.0
5,"[1, 4, 5, 7, 9]",91,46,674,1035,True,1.0
5,"[1, 4, 5, 8, 9]",87,46,629,1035,True,1.0
5,"[1, 4, 6, 7, 8]",100,44,703,946,True,1.0
5,"[1, 4, 6, 7, 9]",101,46,723,1035,True,1.0
5,"[1, 4, 6, 8, 9]",97,46,706,1035,True,1.0
5,"[1, 4, 7, 8, 9]",94,46,688,1035,True,1.0
5,"[1, 5, 6, 7, 8]",90,44,646,946,True,1.0
5,"[1, 5, 6, 7, 9]",91,45,664,990,True,1.0
5,"[1, 5, 6, 8, 9]",87,44,630,946,True,1.0
5,"[1, 5, 7, 8, 9]",84,44,614,946,True,1.0
5,"[1, 6, 7, 8, 9]",94,45,681,990,True,1.0
5,"[2, 3, 4, 5, 6]",98,45,731,990,True,1.0
5,"[2, 3, 4, 5, 7]",95,45,695,990,True,1.0
5,"[2, 3, 4, 5, 8]",91,45,678,990,True,1.0
5,"[2, 3, 4, 5, 9]",92,46,681,1035,True,1.0
5,"[2, 3, 4, 6, 7]",105,46,759,1035,True,1.0
5,"[2, 3, 4, 6, 8]",101,46,758,1035,True,1.0
5,"[2, 3, 4, 6, 9]",102,47,756,1081,True,1.0
5,"[2, 3, 4, 7, 8]",98,46,721,1035,True,1.0
5,"[2, 3, 4, 7, 9]",99,47,725,1081,True,1.0
5,"[2, 3, 4, 8, 9]",95,46,705,1035,True,1.0
5,"[2, 3, 5, 6, 7]",95,44,684,946,True,1.0
5,"[2, 3, 5, 6, 8]",91,44,680,946,True,1.0
5,"[2, 3, 5, 6, 9]",92,44,670,946,True,1.0
5,"[2, 3, 5, 7, 8]",88,44,641,946,True,1.0
5,"[2, 3, 5, 7, 9]",89,44,640,946,True,1.0
5,"[2, 3, 5, 8, 9]",85,45,615,990,True,1.0
5,"[2, 3, 6, 7, 8]",98,45,720,990,True,1.0
5,"[2, 3, 6, 7, 9]",99,46,715,1035,True,1.0
5,"[2, 3, 6, 8, 9]",95,46,707,1035,True,1.0
5,"[2, 3, 7, 8, 9]",92,46,675,1035,True,1.0
5,"[2, 4, 5, 6, 7]",97,45,702,990,True,1.0
5,"[2, 4, 5, 6, 8]",93,45,698,990,True,1.0
5,"[2, 4, 5, 6, 9]",94,46,698,1035,True,1.0
5,"[2, 4, 5, 7, 8]",90,45,665,990,True,1.0
5,"[2, 4, 5, 7, 9]",91,46,674,1035,True,1.0
5,"[2, 4, 5, 8, 9]",87,44,637,946,True,1.0
5,"[2, 4, 6, 7, 8]",100,46,728,1035,True,1.0
5,"[2, 4, 6, 7, 9]",101,47,734,1081,True,1.0
5,"[2, 4, 6, 8, 9]",97,47,721,1081,True,1.0
5,"[2, 4, 7, 8, 9]",94,47,699,1081,True,1.0
5,"[2, 5, 6, 7, 8]",90,43,654,903,True,1.0
5,"[2, 5, 6, 7, 9]",91,44,654,946,True,1.0
5,"[2, 5, 6, 8, 9]",87,45,638,990,True,1.0
5,"[2, 5, 7, 8, 9]",84,45,616,990,True,1.0
5,"[2, 6, 7, 8, 9]",94,46,687,1035,True,1.0
5,"[3, 4, 5, 6, 7]",90,41,568,820,True,1.0
5,"[3, 4, 5, 6, 8]",86,42,581,861,True,1.0
5,"[3, 4, 5, 6, 9]",87,43,583,903,True,1.0
5,"[3, 4, 5, 7, 8]",83,41,522,820,True,1.0
5,"[3, 4, 5, 7, 9]",84,42,533,861,True,1.0
5,"[3, 4, 5, 8, 9]",80,43,521,903,True,1.0
5,"[3, 4, 6, 7, 8]",93,42,600,861,True,1.0
5,"[3, 4, 6, 7, 9]",94,43,607,903,True,1.0
5,"[3, 4, 6, 8, 9]",90,43,613,903,True,1.0
5,"[3, 4, 7, 8, 9]",87,42,561,861,True,1.0
5,"[3, 5, 6, 7, 8]",83,41,514,820,True,1.0
5,"[3, 5, 6, 7, 9]",84,41,511,820,True,1.0
5,"[3, 5, 6, 8, 9]",80,41,508,820,True,1.0
5,"[3, 5, 7, 8, 9]",77,40,457,780,True,1.0
5,"[3, 6, 7, 8, 9]",87,42,553,861,True,1.0
5,"[4, 5, 6, 7, 8]",85,41,551,820,True,1.0
5,"[4, 5, 6, 7, 9]",86,42,561,861,True,1.0
5,"[4, 5, 6, 8, 9]",82,43,563,903,True,1.0
5,"[4, 5, 7, 8, 9]",79,43,520,903,True,1.0
5,"[4, 6, 7, 8, 9]",89,43,588,903,True,1.0
5,"[5, 6, 7, 8, 9]",79,42,499,861,True,1.0
6,"[0, 1, 2, 3, 4, 5]",134,53,1014,1378,True,1.0
6,"[0, 1, 2, 3, 4, 6]",144,54,1052,1431,True,1.0
6,"[0, 1, 2, 3, 4, 7]",141,54,1037,1431,True,1.0
6,"[0, 1, 2, 3, 4, 8]",137,53,1022,1378,True,1.0
6,"[0, 1, 2, 3, 4, 9]",138,54,1045,1431,True,1.0
6,"[0, 1, 2, 3, 5, 6]",134,52,1003,1326,True,1.0
6,"[0, 1, 2, 3, 5, 7]",131,52,987,1326,True,1.0
6,"[0, 1, 2, 3, 5, 8]",127,51,960,1275,True,1.0
6,"[0, 1, 2, 3, 5, 9]",128,52,987,1326,True,1.0
6,"[0, 1, 2, 3, 6, 7]",141,53,1029,1378,True,1.0
6,"[0, 1, 2, 3, 6, 8]",137,52,1014,1326,True,1.0
6,"[0, 1, 2, 3, 6, 9]",138,53,1031,1378,True,1.0
6,"[0, 1, 2, 3, 7, 8]",134,52,997,1326,True,1.0
6,"[0, 1, 2, 3, 7, 9]",135,53,1021,1378,True,1.0
6,"[0, 1, 2, 3, 8, 9]",131,52,993,1326,True,1.0
6,"[0, 1, 2, 4, 5, 6]",136,53,1011,1378,True,1.0
6,"[0, 1, 2, 4, 5, 7]",133,53,995,1378,True,1.0
6,"[0, 1, 2, 4, 5, 8]",129,52,965,1326,True,1.0
6,"[0, 1, 2, 4, 5, 9]",130,53,995,1378,True,1.0
6,"[0, 1, 2, 4, 6, 7]",143,54,1026,1431,True,1.0
6,"[0, 1, 2, 4, 6, 8]",139,53,1015,1378,True,1.0
6,"[0, 1, 2, 4, 6, 9]",140,54,1033,1431,True,1.0
6,"[0, 1, 2, 4, 7, 8]",136,53,1001,1378,True,1.0
6,"[0, 1, 2, 4, 7, 9]",137,54,1027,1431,True,1.0
6,"[0, 1, 2, 4, 8, 9]",133,53,992,1378,True,1.0
6,"[0, 1, 2, 5, 6, 7]",133,52,985,1326,True,1.0
6,"[0, 1, 2, 5, 6, 8]",129,51,964,1275,True,1.0
6,"[0, 1, 2, 5, 6, 9]",130,52,985,1326,True,1.0
6,"[0, 1, 2, 5, 7, 8]",126,51,949,1275,True,1.0
6,"[0, 1, 2, 5, 7, 9]",127,52,980,1326,True,1.0
6,"[0, 1, 2, 5, 8, 9]",123,51,934,1275,True,1.0
6,"[0, 1, 2, 6, 7, 8]",136,52,994,1326,True,1.0
6,"[0, 1, 2, 6, 7, 9]",137,53,1016,1378,True,1.0
6,"[0, 1, 2, 6, 8, 9]",133,52,988,1326,True,1.0
6,"[0, 1, 2, 7, 8, 9]",130,52,985,1326,True,1.0
6,"[0, 1, 3, 4, 5, 6]",129,51,942,1275,True,1.0
6,"[0, 1, 3, 4, 5, 7]",126,51,924,1275,True,1.0
6,"[0, 1, 3, 4, 5, 8]",122,50,913,1225,True,1.0
6,"[0, 1, 3, 4, 5, 9]",123,51,935,1275,True,1.0
6,"[0, 1, 3, 4, 6, 7]",136,52,956,1326,True,1.0
6,"[0, 1, 3, 4, 6, 8]",132,51,956,1275,True,1.0
6,"[0, 1, 3, 4, 6, 9]",133,52,970,1326,True,1.0
6,"[0, 1, 3, 4, 7, 8]",129,51,936,1275,True,1.0
6,"[0, 1, 3, 4, 7, 9]",130,52,956,1326,True,1.0
6,"[0, 1, 3, 4, 8, 9]",126,51,944,1275,True,1.0
6,"[0, 1, 3, 5, 6, 7]",126,50,910,1225,True,1.0
6,"[0, 1, 3, 5, 6, 8]",122,49,901,1176,True,1.0
6,"[0, 1, 3, 5, 6, 9]",123,50,915,1225,True,1.0
6,"[0, 1, 3, 5, 7, 8]",119,49,878,1176,True,1.0
6,"[0, 1, 3, 5, 7, 9]",120,50,900,1225,True,1.0
6,"[0, 1, 3, 5, 8, 9]",116,49,877,1176,True,1.0
6,"[0, 1, 3, 6, 7, 8]",129,50,925,1225,True,1.0
6,"[0, 1, 3, 6, 7, 9]",130,51,940,1275,True,1.0
6,"[0, 1, 3, 6, 8, 9]",126,50,929,1225,True,1.0
6,"[0, 1, 3, 7, 8, 9]",123,50,912,1225,True,1.0
6,"[0, 1, 4, 5, 6, 7]",128,50,918,1225,True,1.0
6,"[0, 1, 4, 5, 6, 8]",124,50,916,1225,True,1.0
6,"[0, 1, 4, 5, 6, 9]",125,50,931,1225,True,1.0
6,"[0, 1, 4, 5, 7, 8]",121,50,897,1225,True,1.0
6,"[0, 1, 4, 5, 7, 9]",122,50,921,1225,True,1.0
6,"[0, 1, 4, 5, 8, 9]",118,50,895,1225,True,1.0
6,"[0, 1, 4, 6, 7, 8]",131,51,927,1275,True,1.0
6,"[0, 1, 4, 6, 7, 9]",132,51,944,1275,True,1.0
6,"[0, 1, 4, 6, 8, 9]",128,51,935,1275,True,1.0
6,"[0, 1, 4, 7, 8, 9]",125,51,926,1275,True,1.0
6,"[0, 1, 5, 6, 7, 8]",121,49,882,1176,True,1.0
6,"[0, 1, 5, 6, 7, 9]",122,49,900,1176,True,1.0
6,"[0, 1, 5, 6, 8, 9]",118,49,882,1176,True,1.0
6,"[0, 1, 5, 7, 8, 9]",115,49,872,1176,True,1.0
6,"[0, 1, 6, 7, 8, 9]",125,50,910,1225,True,1.0
6,"[0, 2, 3, 4, 5, 6]",129,50,941,1225,True,1.0
6,"[0, 2, 3, 4, 5, 7]",126,50,922,1225,True,1.0
6,"[0, 2, 3, 4, 5, 8]",122,50,922,1225,True,1.0
6,"[0, 2, 3, 4, 5, 9]",123,50,933,1225,True,1.0
6,"[0, 2, 3, 4, 6, 7]",136,51,953,1275,True,1.0
6,"[0, 2, 3, 4, 6, 8]",132,51,960,1275,True,1.0
6,"[0, 2, 3, 4, 6, 9]",133,51,963,1275,True,1.0
6,"[0, 2, 3, 4, 7, 8]",129,51,939,1275,True,1.0
6,"[0, 2, 3, 4, 7, 9]",130,51,947,1275,True,1.0
6,"[0, 2, 3, 4, 8, 9]",126,51,945,1275,True,1.0
6,"[0, 2, 3, 5, 6, 7]",126,49,900,1176,True,1.0
6,"[0, 2, 3, 5, 6, 8]",122,49,899,1176,True,1.0
6,"[0, 2, 3, 5, 6, 9]",123,49,903,1176,True,1.0
6,"[0, 2, 3, 5, 7, 8]",119,49,876,1176,True,1.0
6,"[0, 2, 3, 5, 7, 9]",120,49,887,1176,True,1.0
6,"[0, 2, 3, 5, 8, 9]",116,49,875,1176,True,1.0
6,"[0, 2, 3, 6, 7, 8]",129,50,923,1225,True,1.0
6,"[0, 2, 3, 6, 7, 9]",130,50,927,1225,True,1.0
6,"[0, 2, 3, 6, 8, 9]",126,50,923,1225,True,1.0
6,"[0, 2, 3, 7, 8, 9]",123,50,905,1225,True,1.0
6,"[0, 2, 4, 5, 6, 7]",128,50,917,1225,True,1.0
6,"[0, 2, 4, 5, 6, 8]",124,50,922,1225,True,1.0
6,"[0, 2, 4, 5, 6, 9]",125,50,927,1225,True,1.0
6,"[0, 2, 4, 5, 7, 8]",121,50,901,1225,True,1.0
6,"[0, 2, 4, 5, 7, 9]",122,50,914,1225,True,1.0
6,"[0, 2, 4, 5, 8, 9]",118,50,898,1225,True,1.0
6,"[0, 2, 4, 6, 7, 8]",131,51,935,1275,True,1.0
6,"[0, 2, 4, 6, 7, 9]",132,51,941,1275,True,1.0
6,"[0, 2, 4, 6, 8, 9]",128,51,938,1275,True,1.0
6,"[0, 2, 4, 7, 8, 9]",125,51,926,1275,True,1.0
6,"[0, 2, 5, 6, 7, 8]",121,49,877,1176,True,1.0
6,"[0, 2, 5, 6, 7, 9]",122,49,885,1176,True,1.0
6,"[0, 2, 5, 6, 8, 9]",118,49,874,1176,True,1.0
6,"[0, 2, 5, 7, 8, 9]",115,49,862,1176,True,1.0
6,"[0, 2, 6, 7, 8, 9]",125,50,902,1225,True,1.0
6,"[0, 3, 4, 5, 6, 7]",121,47,819,1081,True,1.0
6,"[0, 3, 4, 5, 6, 8]",117,48,840,1128,True,1.0
6,"[0, 3, 4, 5, 6, 9]",118,48,845,1128,True,1.0
6,"[0, 3, 4, 5, 7, 8]",114,48,814,1128,True,1.0
6,"[0, 3, 4, 5, 7, 9]",115,48,826,1128,True,1.0
6,"[0, 3, 4, 5, 8, 9]",111,48,834,1128,True,1.0
6,"[0, 3, 4, 6, 7, 8]",124,49,847,1176,True,1.0
6,"[0, 3, 4, 6, 7, 9]",125,49,853,1176,True,1.0
6,"[0, 3, 4, 6, 8, 9]",121,49,868,1176,True,1.0
6,"[0, 3, 4, 7, 8, 9]",118,49,846,1176,True,1.0
6,"[0, 3, 5, 6, 7, 8]",114,47,784,1081,True,1.0
6,"[0, 3, 5, 6, 7, 9]",115,47,789,1081,True,1.0
6,"[0, 3, 5, 6, 8, 9]",111,47,798,1081,True,1.0
6,"[0, 3, 5, 7, 8, 9]",108,47,773,1081,True,1.0
6,"[0, 3, 6, 7, 8, 9]",118,48,818,1128,True,1.0
6,"[0, 4, 5, 6, 7, 8]",116,48,815,1128,True,1.0
6,"[0, 4, 5, 6, 7, 9]",117,47,822,1081,True,1.0
6,"[0, 4, 5, 6, 8, 9]",113,48,834,1128,True,1.0
6,"[0, 4, 5, 7, 8, 9]",110,48,817,1128,True,1.0
6,"[0, 4, 6, 7, 8, 9]",120,49,842,1176,True,1.0
6,"[0, 5, 6, 7, 8, 9]",110,47,778,1081,True,1.0
6,"[1, 2, 3, 4, 5, 6]",124,49,877,1176,True,1.0
6,"[1, 2, 3, 4, 5, 7]",121,49,857,1176,True,1.0
6,"[1, 2, 3, 4, 5, 8]",117,48,831,1128,True,1.0
6,"[1, 2, 3, 4, 5, 9]",118,50,848,1225,True,1.0
6,"[1, 2, 3, 4, 6, 7]",131,50,904,1225,True,1.0
6,"[1, 2, 3, 4, 6, 8]",127,49,894,1176,True,1.0
6,"[1, 2, 3, 4, 6, 9]",128,51,905,1275,True,1.0
6,"[1, 2, 3, 4, 7, 8]",124,49,874,1176,True,1.0
6,"[1, 2, 3, 4, 7, 9]",125,51,892,1275,True,1.0
6,"[1, 2, 3, 4, 8, 9]",121,50,864,1225,True,1.0
6,"[1, 2, 3, 5, 6, 7]",121,48,857,1128,True,1.0
6,"[1, 2, 3, 5, 6, 8]",117,47,837,1081,True,1.0
6,"[1, 2, 3, 5, 6, 9]",118,49,847,1176,True,1.0
6,"[1, 2, 3, 5, 7, 8]",114,47,815,1081,True,1.0
6,"[1, 2, 3, 5, 7, 9]",115,49,835,1176,True,1.0
6,"[1, 2, 3, 5, 8, 9]",111,48,795,1128,True,1.0
6,"[1, 2, 3, 6, 7, 8]",124,48,873,1128,True,1.0
6,"[1, 2, 3, 6, 7, 9]",125,50,888,1225,True,1.0
6,"[1, 2, 3, 6, 8, 9]",121,49,865,1176,True,1.0
6,"[1, 2, 3, 7, 8, 9]",118,49,852,1176,True,1.0
6,"[1, 2, 4, 5, 6, 7]",123,49,854,1176,True,1.0
6,"[1, 2, 4, 5, 6, 8]",119,48,842,1128,True,1.0
6,"[1, 2, 4, 5, 6, 9]",120,50,854,1225,True,1.0
6,"[1, 2, 4, 5, 7, 8]",116,48,824,1128,True,1.0
6,"[1, 2, 4, 5, 7, 9]",117,50,846,1225,True,1.0
6,"[1, 2, 4, 5, 8, 9]",113,49,803,1176,True,1.0
6,"[1, 2, 4, 6, 7, 8]",126,49,869,1176,True,1.0
6,"[1, 2, 4, 6, 7, 9]",127,51,887,1275,True,1.0
6,"[1, 2, 4, 6, 8, 9]",123,50,867,1225,True,1.0
6,"[1, 2, 4, 7, 8, 9]",120,50,862,1225,True,1.0
6,"[1, 2, 5, 6, 7, 8]",116,47,821,1081,True,1.0
6,"[1, 2, 5, 6, 7, 9]",117,49,840,1176,True,1.0
6,"[1, 2, 5, 6, 8, 9]",113,48,810,1128,True,1.0
6,"[1, 2, 5, 7, 8, 9]",110,48,805,1128,True,1.0
6,"[1, 2, 6, 7, 8, 9]",120,49,856,1176,True,1.0
6,"[1, 3, 4, 5, 6, 7]",116,47,758,1081,True,1.0
6,"[1, 3, 4, 5, 6, 8]",112,46,752,1035,True,1.0
6,"[1, 3, 4, 5, 6, 9]",113,48,763,1128,True,1.0
6,"[1, 3, 4, 5, 7, 8]",109,46,717,1035,True,1.0
6,"[1, 3, 4, 5, 7, 9]",110,48,737,1128,True,1.0
6,"[1, 3, 4, 5, 8, 9]",106,47,710,1081,True,1.0
6,"[1, 3, 4, 6, 7, 8]",119,46,773,1035,True,1.0
6,"[1, 3, 4, 6, 7, 9]",120,48,789,1128,True,1.0
6,"[1, 3, 4, 6, 8, 9]",116,47,780,1081,True,1.0
6,"[1, 3, 4, 7, 8, 9]",113,47,753,1081,True,1.0
6,"[1, 3, 5, 6, 7, 8]",109,45,716,990,True,1.0
6,"[1, 3, 5, 6, 7, 9]",110,47,729,1081,True,1.0
6,"[1, 3, 5, 6, 8, 9]",106,46,703,1035,True,1.0
6,"[1, 3, 5, 7, 8, 9]",103,45,678,990,True,1.0
6,"[1, 3, 6, 7, 8, 9]",113,46,747,1035,True,1.0
6,"[1, 4, 5, 6, 7, 8]",111,46,729,1035,True,1.0
6,"[1, 4, 5, 6, 7, 9]",112,47,747,1081,True,1.0
6,"[1, 4, 5, 6, 8, 9]",108,47,735,1081,True,1.0
6,"[1, 4, 5, 7, 8, 9]",105,47,715,1081,True,1.0
6,"[1, 4, 6, 7, 8, 9]",115,47,760,1081,True,1.0
6,"[1, 5, 6, 7, 8, 9]",105,46,704,1035,True,1.0
6,"[2, 3, 4, 5, 6, 7]",116,46,773,1035,True,1.0
6,"[2, 3, 4, 5, 6, 8]",112,46,773,1035,True,1.0
6,"[2, 3, 4, 5, 6, 9]",113,47,771,1081,True,1.0
6,"[2, 3, 4, 5, 7, 8]",109,46,738,1035,True,1.0
6,"[2, 3, 4, 5, 7, 9]",110,47,742,1081,True,1.0
6,"[2, 3, 4, 5, 8, 9]",106,47,725,1081,True,1.0
6,"[2, 3, 4, 6, 7, 8]",119,47,798,1081,True,1.0
6,"[2, 3, 4, 6, 7, 9]",120,48,800,1128,True,1.0
6,"[2, 3, 4, 6, 8, 9]",116,48,796,1128,True,1.0
6,"[2, 3, 4, 7, 8, 9]",113,48,766,1128,True,1.0
6,"[2, 3, 5, 6, 7, 8]",109,45,733,990,True,1.0
6,"[2, 3, 5, 6, 7, 9]",110,46,728,1035,True,1.0
6,"[2, 3, 5, 6, 8, 9]",106,46,721,1035,True,1.0
6,"[2, 3, 5, 7, 8, 9]",103,46,691,1035,True,1.0
6,"[2, 3, 6, 7, 8, 9]",113,47,762,1081,True,1.0
6,"[2, 4, 5, 6, 7, 8]",111,46,748,1035,True,1.0
6,"[2, 4, 5, 6, 7, 9]",112,47,753,1081,True,1.0
6,"[2, 4, 5, 6, 8, 9]",108,47,746,1081,True,1.0
6,"[2, 4, 5, 7, 8, 9]",105,47,723,1081,True,1.0
6,"[2, 4, 6, 7, 8, 9]",115,48,778,1128,True,1.0
6,"[2, 5, 6, 7, 8, 9]",105,46,708,1035,True,1.0
6,"[3, 4, 5, 6, 7, 8]",104,43,624,903,True,1.0
6,"[3, 4, 5, 6, 7, 9]",105,44,630,946,True,1.0
6,"[3, 4, 5, 6, 8, 9]",101,44,637,946,True,1.0
6,"[3, 4, 5, 7, 8, 9]",98,44,588,946,True,1.0
6,"[3, 4, 6, 7, 8, 9]",108,44,658,946,True,1.0
6,"[3, 5, 6, 7, 8, 9]",98,43,575,903,True,1.0
6,"[4, 5, 6, 7, 8, 9]",100,44,619,946,True,1.0
7,"[0, 1, 2, 3, 4, 5, 6]",155,54,1057,1431,True,1.0
7,"[0, 1, 2, 3, 4, 5, 7]",152,54,1043,1431,True,1.0
7,"[0, 1, 2, 3, 4, 5, 8]",148,53,1029,1378,True,1.0
7,"[0, 1, 2, 3, 4, 5, 9]",149,54,1052,1431,True,1.0
7,"[0, 1, 2, 3, 4, 6, 7]",162,55,1074,1485,True,1.0
7,"[0, 1, 2, 3, 4, 6, 8]",158,54,1068,1431,True,1.0
7,"[0, 1, 2, 3, 4, 6, 9]",159,55,1083,1485,True,1.0
7,"[0, 1, 2, 3, 4, 7, 8]",155,54,1053,1431,True,1.0
7,"[0, 1, 2, 3, 4, 7, 9]",156,55,1073,1485,True,1.0
7,"[0, 1, 2, 3, 4, 8, 9]",152,54,1058,1431,True,1.0
7,"[0, 1, 2, 3, 5, 6, 7]",152,53,1034,1378,True,1.0
7,"[0, 1, 2, 3, 5, 6, 8]",148,52,1018,1326,True,1.0
7,"[0, 1, 2, 3, 5, 6, 9]",149,53,1035,1378,True,1.0
7,"[0, 1, 2, 3, 5, 7, 8]",145,52,1002,1326,True,1.0
7,"[0, 1, 2, 3, 5, 7, 9]",146,53,1026,1378,True,1.0
