method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,7,373000,"[0, 1, 2, 4, 5, 7, 9]",600,397,32400,78606,1.0,1.0,1.0,1.0,True,0.3525
greedy-AV,5,400000,"[0, 2, 3, 4, 5]",538,385,31743,73920,0.8966666666666666,0.9697732997481108,0.9797222222222224,0.940386230058774,True,0.3525
greedy-AV/cost,8,253000,"[0, 1, 2, 3, 4, 7, 8, 9]",492,322,19202,51681,0.82,0.8110831234256927,0.5926543209876544,0.65746889550416,False,0.06973689560439561
greedy-AV/cost^2,8,253000,"[0, 1, 2, 3, 4, 7, 8, 9]",492,322,19202,51681,0.82,0.8110831234256927,0.5926543209876544,0.65746889550416,False,0.06973689560439561
greedy-CC,5,400000,"[0, 2, 3, 4, 5]",538,385,31743,73920,0.8966666666666666,0.9697732997481108,0.9797222222222224,0.940386230058774,True,0.3525
greedy-PAV,5,400000,"[0, 2, 3, 4, 5]",538,385,31743,73920,0.8966666666666666,0.9697732997481108,0.9797222222222224,0.940386230058774,True,0.3525
