subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
7,250000,"[1, 5, 4, 7, 9, 10, 6]",1152,259,31634,33411,0.5950413223140496,0.9923371647509579,0.9323312702623048,0.9847038019451813
10,495000,"[1, 5, 4, 7, 9, 10, 2, 6, 12, 3]",1652,259,32868,33411,0.8533057851239669,0.9923371647509579,0.9687002652519894,0.9847038019451813
8,340000,"[1, 5, 4, 7, 9, 10, 2, 3]",1377,258,32314,33153,0.7112603305785123,0.9885057471264368,0.9523725316828765,0.9770999115826702
8,325000,"[1, 5, 4, 7, 9, 10, 8, 12]",1253,258,31395,33153,0.6472107438016529,0.9885057471264368,0.9252873563218391,0.9770999115826702
8,335000,"[1, 5, 4, 7, 9, 10, 6, 12]",1265,259,31769,33411,0.6534090909090909,0.9923371647509579,0.9363100501031536,0.9847038019451813
9,425000,"[1, 5, 4, 7, 9, 10, 8, 12, 3]",1445,258,32078,33153,0.7463842975206612,0.9885057471264368,0.9454170350722075,0.9770999115826702
6,190000,"[1, 5, 4, 7, 9, 2]",1045,256,31267,32640,0.5397727272727273,0.9808429118773946,0.9215148835838491,0.9619805481874447
8,340000,"[1, 5, 4, 7, 9, 10, 8, 3]",1332,257,31901,32896,0.6880165289256198,0.9846743295019157,0.9402004126142057,0.9695254936634247
10,495000,"[1, 5, 4, 7, 9, 10, 8, 6, 12, 3]",1607,259,32681,33411,0.8300619834710744,0.9923371647509579,0.9631889183613321,0.9847038019451813
8,350000,"[1, 5, 4, 7, 9, 10, 6, 3]",1344,259,32386,33411,0.6942148760330579,0.9923371647509579,0.9544945475979959,0.9847038019451813
8,365000,"[1, 5, 4, 7, 9, 10, 12, 3]",1295,258,31801,33153,0.668904958677686,0.9885057471264368,0.937253168287651,0.9770999115826702
9,435000,"[1, 5, 4, 7, 9, 10, 6, 12, 3]",1457,259,32479,33411,0.7525826446280992,0.9923371647509579,0.9572354848216917,0.9847038019451813
7,250000,"[1, 5, 4, 7, 9, 2, 8]",1195,258,31765,33153,0.6172520661157025,0.9885057471264368,0.9361921603300913,0.9770999115826702
9,395000,"[1, 5, 4, 7, 9, 10, 8, 6, 12]",1415,259,32272,33411,0.7308884297520661,0.9923371647509579,0.9511346890657235,0.9847038019451813
