method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,9,401900,"[0, 1, 2, 3, 5, 6, 7, 9, 10]",1776,1113,249721,618828,1.0,1.0,1.0,1.0,True
greedy-AV,9,401900,"[0, 1, 2, 3, 5, 6, 7, 9, 10]",1776,1113,249721,618828,1.0,1.0,1.0,1.0,True
greedy-AV/cost,9,319950,"[0, 1, 2, 3, 6, 7, 8, 9, 10]",1750,1106,247444,611065,0.9853603603603603,0.9937106918238994,0.9908818241157131,0.9874553187638568,True
greedy-AV/cost^2,9,319950,"[0, 1, 2, 3, 6, 7, 8, 9, 10]",1750,1106,247444,611065,0.9853603603603603,0.9937106918238994,0.9908818241157131,0.9874553187638568,True
greedy-CC,9,401900,"[0, 1, 2, 3, 5, 6, 7, 9, 10]",1776,1113,249721,618828,1.0,1.0,1.0,1.0,True
greedy-PAV,9,401900,"[0, 1, 2, 3, 5, 6, 7, 9, 10]",1776,1113,249721,618828,1.0,1.0,1.0,1.0,True
