method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,377700,"[0, 1, 2, 6, 7, 9]",473,324,24647,52326,1.0,1.0,1.0,1.0,True
greedy-AV,6,377700,"[0, 1, 2, 6, 7, 9]",473,324,24647,52326,1.0,1.0,1.0,1.0,True
greedy-AV/cost,7,397700,"[0, 1, 3, 6, 7, 8, 9]",467,275,22036,37675,0.9873150105708245,0.8487654320987654,0.8940641863107072,0.7200053510683025,False
greedy-AV/cost^2,8,357700,"[1, 2, 3, 4, 6, 7, 8, 9]",369,241,12495,28920,0.7801268498942917,0.7438271604938271,0.5069582504970179,0.5526889118220387,False
greedy-CC,6,377700,"[0, 1, 2, 6, 7, 9]",473,324,24647,52326,1.0,1.0,1.0,1.0,True
greedy-PAV,6,377700,"[0, 1, 2, 6, 7, 9]",473,324,24647,52326,1.0,1.0,1.0,1.0,True
