method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,427000,"[0, 3, 4, 5, 7, 10]",4643,2356,1705319,2774190,0.9805702217529039,1.0,1.0,1.0,True
greedy-AV,6,597000,"[0, 1, 3, 5, 7, 10]",4735,2280,1704515,2598060,1.0,0.967741935483871,0.9995285339575762,0.9365111978631601,True
greedy-AV/cost,6,427000,"[0, 3, 4, 5, 7, 10]",4643,2356,1705319,2774190,0.9805702217529039,1.0,1.0,1.0,True
greedy-AV/cost^2,6,427000,"[0, 3, 4, 5, 7, 10]",4643,2356,1705319,2774190,0.9805702217529039,1.0,1.0,1.0,True
greedy-CC,6,427000,"[0, 3, 4, 5, 7, 10]",4643,2356,1705319,2774190,0.9805702217529039,1.0,1.0,1.0,True
greedy-PAV,6,597000,"[0, 1, 3, 5, 7, 10]",4735,2280,1704515,2598060,1.0,0.967741935483871,0.9995285339575762,0.9365111978631601,True
