method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,10,577100,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11]",5272,2368,1122332,2802528,1.0,1.0,1.0,1.0,True
greedy-AV,10,577100,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11]",5272,2368,1122332,2802528,1.0,1.0,1.0,1.0,True
greedy-AV/cost,10,577100,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11]",5272,2368,1122332,2802528,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,10,577100,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11]",5272,2368,1122332,2802528,1.0,1.0,1.0,1.0,True
greedy-CC,10,577100,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11]",5272,2368,1122332,2802528,1.0,1.0,1.0,1.0,True
greedy-PAV,10,577100,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11]",5272,2368,1122332,2802528,1.0,1.0,1.0,1.0,True
