method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,138520,"[0, 1, 2, 4]",498,275,27147,37675,0.950381679389313,0.975177304964539,1.0,0.9508846318871306,True
greedy-AV,4,138520,"[0, 1, 2, 4]",498,275,27147,37675,0.950381679389313,0.975177304964539,1.0,0.9508846318871306,True
greedy-AV/cost,6,110560,"[1, 2, 4, 5, 6, 7]",495,218,14745,23653,0.9446564885496184,0.7730496453900709,0.5431539396618411,0.5969813987531865,False
greedy-AV/cost^2,6,110560,"[1, 2, 4, 5, 6, 7]",495,218,14745,23653,0.9446564885496184,0.7730496453900709,0.5431539396618411,0.5969813987531865,False
greedy-CC,3,138500,"[0, 1, 5]",381,282,25556,39621,0.7270992366412213,1.0,0.941393155781486,1.0,True
greedy-PAV,4,138520,"[0, 1, 2, 4]",498,275,27147,37675,0.950381679389313,0.975177304964539,1.0,0.9508846318871306,True
