method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,22395,"[0, 1, 2]",433,275,29498,37675,1.0,0.9786476868327402,0.9747860282211427,0.9576766649720386,True
greedy-AV,3,22395,"[0, 1, 2]",433,275,29498,37675,1.0,0.9786476868327402,0.9747860282211427,0.9576766649720386,True
greedy-AV/cost,3,21595,"[0, 1, 3]",433,281,30261,39340,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,3,21595,"[0, 1, 3]",433,281,30261,39340,1.0,1.0,1.0,1.0,True
greedy-CC,3,21595,"[0, 1, 3]",433,281,30261,39340,1.0,1.0,1.0,1.0,True
greedy-PAV,3,21595,"[0, 1, 3]",433,281,30261,39340,1.0,1.0,1.0,1.0,True
