method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,5,36747,"[0, 1, 2, 3, 8]",1301,860,168772,369370,1.0,1.0,1.0,1.0,True
greedy-AV,5,36747,"[0, 1, 2, 3, 8]",1301,860,168772,369370,1.0,1.0,1.0,1.0,True
greedy-AV/cost,5,36747,"[0, 1, 2, 3, 8]",1301,860,168772,369370,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,5,36747,"[0, 1, 2, 3, 8]",1301,860,168772,369370,1.0,1.0,1.0,1.0,True
greedy-CC,5,36747,"[0, 1, 2, 3, 8]",1301,860,168772,369370,1.0,1.0,1.0,1.0,True
greedy-PAV,5,36747,"[0, 1, 2, 3, 8]",1301,860,168772,369370,1.0,1.0,1.0,1.0,True
