method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,307297,"[0, 1, 2, 3, 4, 5]",2208,808,230737,326028,1.0,1.0,1.0,1.0,True
greedy-AV,6,307297,"[0, 1, 2, 3, 4, 5]",2208,808,230737,326028,1.0,1.0,1.0,1.0,True
greedy-AV/cost,7,258997,"[1, 2, 3, 4, 5, 6, 7]",2047,576,134760,165600,0.9270833333333334,0.7128712871287128,0.5840415711394358,0.5079318340756008,False
greedy-AV/cost^2,7,258997,"[1, 2, 3, 4, 5, 6, 7]",2047,576,134760,165600,0.9270833333333334,0.7128712871287128,0.5840415711394358,0.5079318340756008,False
greedy-CC,6,307297,"[0, 1, 2, 3, 4, 5]",2208,808,230737,326028,1.0,1.0,1.0,1.0,True
greedy-PAV,6,307297,"[0, 1, 2, 3, 4, 5]",2208,808,230737,326028,1.0,1.0,1.0,1.0,True
