method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,3,320000,"[0, 1, 2]",889,562,97133,157641,1.0,1.0,1.0,1.0,True,0.9043577705549537
greedy-AV,3,320000,"[0, 1, 2]",889,562,97133,157641,1.0,1.0,1.0,1.0,True,0.9043577705549537
greedy-AV/cost,3,320000,"[0, 1, 2]",889,562,97133,157641,1.0,1.0,1.0,1.0,True,0.9043577705549537
greedy-AV/cost^2,3,320000,"[0, 1, 2]",889,562,97133,157641,1.0,1.0,1.0,1.0,True,0.9043577705549537
greedy-CC,3,320000,"[0, 1, 2]",889,562,97133,157641,1.0,1.0,1.0,1.0,True,0.9043577705549537
greedy-PAV,3,320000,"[0, 1, 2]",889,562,97133,157641,1.0,1.0,1.0,1.0,True,0.9043577705549537
