method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,1,21064,[0],8,8,28,28,1.0,1.0,1.0,1.0,True
greedy-AV,1,21064,[0],8,8,28,28,1.0,1.0,1.0,1.0,True
greedy-AV/cost,1,21064,[0],8,8,28,28,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,1,21064,[0],8,8,28,28,1.0,1.0,1.0,1.0,True
greedy-CC,1,21064,[0],8,8,28,28,1.0,1.0,1.0,1.0,True
greedy-PAV,1,21064,[0],8,8,28,28,1.0,1.0,1.0,1.0,True
