method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,8,1111440,"[0, 1, 2, 3, 4, 5, 6, 7]",1914,474,86186,112101,1.0,1.0,1.0,1.0,True
greedy-AV,8,1111440,"[0, 1, 2, 3, 4, 5, 6, 7]",1914,474,86186,112101,1.0,1.0,1.0,1.0,True
greedy-AV/cost,8,797610,"[1, 2, 3, 4, 5, 6, 7, 8]",1750,458,79481,104653,0.9143155694879833,0.9662447257383966,0.9222031420416309,0.9335599147197616,True
greedy-AV/cost^2,8,797610,"[1, 2, 3, 4, 5, 6, 7, 8]",1750,458,79481,104653,0.9143155694879833,0.9662447257383966,0.9222031420416309,0.9335599147197616,True
greedy-CC,8,1111440,"[0, 1, 2, 3, 4, 5, 6, 7]",1914,474,86186,112101,1.0,1.0,1.0,1.0,True
greedy-PAV,8,1111440,"[0, 1, 2, 3, 4, 5, 6, 7]",1914,474,86186,112101,1.0,1.0,1.0,1.0,True
