subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
7,641100,"[6, 8, 1, 4, 0, 3, 7]",5291,1859,1255011,1727011,0.8329659949622166,0.981520591341077,0.993555011590054,0.9633730896522564
7,696100,"[6, 8, 1, 4, 0, 3, 9]",5039,1894,1246492,1792671,0.7932934508816121,1.0,0.9868107717836015,1.0
6,303100,"[6, 8, 1, 4, 0, 11]",4018,1818,1172444,1651653,0.6325566750629723,0.9598732840549102,0.9281891648827696,0.9213363746052676
7,503100,"[6, 8, 1, 4, 0, 11, 12]",4110,1826,1173494,1666225,0.6470403022670025,0.9640971488912354,0.9290204187619542,0.9294650273251478
7,563100,"[6, 8, 1, 4, 0, 11, 2]",4493,1851,1200469,1712175,0.7073362720403022,0.977296726504752,0.9503757267533915,0.9550971706464824
7,643100,"[6, 8, 1, 4, 0, 11, 7]",4700,1840,1218491,1691880,0.7399244332493703,0.9714889123548046,0.9646432100016468,0.943776074918376
7,698100,"[6, 8, 1, 4, 0, 11, 9]",4448,1880,1213944,1766260,0.7002518891687658,0.9926082365364308,0.961043484869596,0.985267235315348
6,303100,"[6, 8, 1, 4, 0, 12]",4014,1817,1172155,1649836,0.631926952141058,0.9593453009503696,0.9279603721484032,0.9203228032360652
7,563100,"[6, 8, 1, 4, 0, 12, 2]",4489,1850,1200184,1710325,0.7067065491183879,0.9767687434002112,0.95015010070047,0.9540651909915429
7,643100,"[6, 8, 1, 4, 0, 12, 7]",4696,1839,1218203,1690041,0.739294710327456,0.970960929250264,0.9644152089376417,0.942750231358682
7,698100,"[6, 8, 1, 4, 0, 12, 9]",4444,1880,1213763,1766260,0.6996221662468514,0.9926082365364308,0.960900192534232,0.985267235315348
6,363100,"[6, 8, 1, 4, 0, 2]",4397,1843,1199158,1697403,0.6922229219143576,0.9730728616684268,0.9493378469099524,0.9468569525585008
6,443100,"[6, 8, 1, 4, 0, 7]",4604,1831,1217152,1675365,0.7248110831234257,0.9667370644139388,0.9635831633880958,0.9345635646473892
6,498100,"[6, 8, 1, 4, 0, 9]",4352,1875,1212806,1756875,0.6851385390428212,0.9899683210137276,0.960142563998632,0.980032030417182
5,158580,"[6, 8, 1, 0, 5]",3875,1800,1151065,1619100,0.610044080604534,0.9503695881731784,0.9112640442322064,0.9031774374662166
6,356580,"[6, 8, 1, 0, 5, 3]",4562,1833,1191037,1679028,0.718198992443325,0.96779303062302,0.9429086919072288,0.9366068843641694
7,556580,"[6, 8, 1, 0, 5, 3, 11]",4658,1842,1192417,1695561,0.7333123425692695,0.972544878563886,0.944001197005586,0.9458294355182852
7,556580,"[6, 8, 1, 0, 5, 3, 12]",4654,1838,1192060,1688203,0.7326826196473551,0.9704329461457232,0.9437185706866632,0.9417249456258288
7,616580,"[6, 8, 1, 0, 5, 3, 2]",5037,1865,1218667,1738180,0.7929785894206549,0.984688489968321,0.9647825439852052,0.9696034576338882
7,696580,"[6, 8, 1, 0, 5, 3, 7]",5244,1854,1237056,1717731,0.825566750629723,0.9788806758183738,0.9793405702559944,0.9581964565723438
6,358580,"[6, 8, 1, 0, 5, 11]",3971,1811,1152556,1638955,0.6251574307304786,0.9561774023231256,0.9124444247406488,0.9142530893844996
7,558580,"[6, 8, 1, 0, 5, 11, 12]",4063,1821,1153796,1657110,0.6396410579345088,0.9614572333685322,0.913426095988448,0.9243804356739188
7,618580,"[6, 8, 1, 0, 5, 11, 2]",4446,1851,1183934,1712175,0.6999370277078085,0.977296726504752,0.9372854573321342,0.9550971706464824
7,698580,"[6, 8, 1, 0, 5, 11, 7]",4653,1833,1198686,1679028,0.7325251889168766,0.96779303062302,0.9489641784994997,0.9366068843641694
6,358580,"[6, 8, 1, 0, 5, 12]",3967,1811,1152310,1638955,0.6245277078085643,0.9561774023231256,0.9122496738318112,0.9142530893844996
7,618580,"[6, 8, 1, 0, 5, 12, 2]",4442,1850,1183679,1710325,0.6993073047858942,0.9767687434002112,0.9370835813900464,0.9540651909915429
7,698580,"[6, 8, 1, 0, 5, 12, 7]",4649,1833,1198440,1679028,0.7318954659949622,0.96779303062302,0.948769427590662,0.9366068843641694
6,418580,"[6, 8, 1, 0, 5, 2]",4350,1842,1182481,1695561,0.684823677581864,0.972544878563886,0.9361351602974148,0.9458294355182852
6,498580,"[6, 8, 1, 0, 5, 7]",4557,1822,1197197,1658931,0.717411838790932,0.9619852164730728,0.9477853813317796,0.9253962383504836
6,553580,"[6, 8, 1, 0, 5, 9]",4305,1874,1194304,1755001,0.6777392947103275,0.989440337909187,0.9454950789770352,0.9789866629180703
6,476100,"[6, 8, 1, 0, 3, 11]",3853,1827,1155212,1668051,0.6065806045340051,0.9646251319957762,0.9145471012198056,0.930483619135915
7,676100,"[6, 8, 1, 0, 3, 11, 12]",3945,1833,1156303,1679028,0.6210642317380353,0.96779303062302,0.9154108135837968,0.9366068843641694
6,476100,"[6, 8, 1, 0, 3, 12]",3849,1824,1154893,1662576,0.6059508816120907,0.9630411826821542,0.9142945583746056,0.9274295171841348
6,536100,"[6, 8, 1, 0, 3, 2]",4232,1851,1182358,1712175,0.6662468513853904,0.977296726504752,0.936037784842996,0.9550971706464824
6,616100,"[6, 8, 1, 0, 3, 7]",4439,1842,1200501,1695561,0.6988350125944585,0.972544878563886,0.9504010602049476,0.9458294355182852
6,671100,"[6, 8, 1, 0, 3, 9]",4187,1888,1194121,1781328,0.6591624685138538,0.996832101372756,0.9453502033009488,0.9936725701481196
6,618100,"[6, 8, 1, 0, 11, 7]",3848,1801,1146092,1620900,0.6057934508816121,0.9508975712777192,0.9073270675263152,0.9041815257791308
6,618100,"[6, 8, 1, 0, 12, 7]",3844,1802,1145889,1622701,0.6051637279596978,0.9514255543822596,0.907166358443006,0.9051861719188852
6,678100,"[6, 8, 1, 0, 2, 7]",4227,1825,1175735,1664400,0.6654596977329975,0.9635691657866948,0.9307945520412428,0.928446993341221
6,366180,"[6, 8, 4, 0, 5, 3]",4401,1785,1120547,1592220,0.6928526448362721,0.9424498416050686,0.8871038481512914,0.8881830519933663
7,566180,"[6, 8, 4, 0, 5, 3, 11]",4497,1795,1122097,1610115,0.7079659949622166,0.9477296726504753,0.8883309372110403,0.8981653633042538
7,566180,"[6, 8, 4, 0, 5, 3, 12]",4493,1791,1121556,1602945,0.7073362720403022,0.9456177402323126,0.8879026435456698,0.8941657448578127
7,626180,"[6, 8, 4, 0, 5, 3, 2]",4876,1821,1149775,1657110,0.767632241813602,0.9614572333685322,0.9102427894663508,0.9243804356739188
7,568180,"[6, 8, 4, 0, 5, 11, 12]",3902,1775,1078841,1574425,0.614294710327456,0.937170010559662,0.8540864440700723,0.8782565233665296
7,628180,"[6, 8, 4, 0, 5, 11, 2]",4285,1808,1110040,1633528,0.6745906801007556,0.9545934530095036,0.8787857676669157,0.9112257631210636
7,628180,"[6, 8, 4, 0, 5, 12, 2]",4281,1807,1109560,1631721,0.6739609571788413,0.954065469904963,0.8784057658935742,0.9102177700202658
6,428180,"[6, 8, 4, 0, 5, 2]",4189,1799,1108432,1617301,0.6594773299748111,0.9498416050686378,0.8775127617262214,0.902173906980143
6,508180,"[6, 8, 4, 0, 5, 7]",4396,1778,1122605,1579753,0.6920654911838791,0.938753959873284,0.8887331057544935,0.8812286247727553
6,563180,"[6, 8, 4, 0, 5, 9]",4144,1830,1126963,1673535,0.6523929471032746,0.966209081309398,0.8921832051882909,0.93354274152926
6,545700,"[6, 8, 4, 0, 3, 2]",4071,1808,1092195,1633528,0.6409005037783375,0.9545934530095036,0.8646584100725804,0.9112257631210636
6,625700,"[6, 8, 4, 0, 3, 7]",4278,1795,1108933,1610115,0.6734886649874056,0.9477296726504753,0.8779093885771467,0.8981653633042538
6,680700,"[6, 8, 4, 0, 3, 9]",4026,1841,1109133,1693720,0.6338161209068011,0.9720168954593452,0.8780677226493724,0.9448024763049104
6,687700,"[6, 8, 4, 0, 2, 7]",4066,1744,1063909,1519896,0.6401133501259446,0.9208025343189018,0.8422652222377037,0.8478387835804785
