method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,7,520000,"[1, 2, 3, 4, 5, 6, 7]",416,158,9683,12403,1.0,1.0,0.8664876957494407,1.0,True
greedy-AV,1,1000000,[0],150,150,11175,11175,0.3605769230769231,0.9493670886075949,1.0,0.9009916955575265,True
greedy-AV/cost,7,520000,"[1, 2, 3, 4, 5, 6, 7]",416,158,9683,12403,1.0,1.0,0.8664876957494407,1.0,True
greedy-AV/cost^2,7,520000,"[1, 2, 3, 4, 5, 6, 7]",416,158,9683,12403,1.0,1.0,0.8664876957494407,1.0,True
greedy-CC,1,1000000,[0],150,150,11175,11175,0.3605769230769231,0.9493670886075949,1.0,0.9009916955575265,True
greedy-PAV,1,1000000,[0],150,150,11175,11175,0.3605769230769231,0.9493670886075949,1.0,0.9009916955575265,True
