method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,5,245000,"[0, 1, 4, 6, 8]",670,407,43219,82621,0.9867452135493372,0.9783653846153846,0.9831661320776178,0.9571478220574606,True,1.0
greedy-AV,4,263000,"[0, 1, 2, 4]",634,370,42428,68265,0.9337260677466864,0.8894230769230769,0.9651720921768012,0.790836422613531,True,0.3600908382066277
greedy-AV/cost,5,238000,"[0, 2, 4, 6, 8]",666,407,42087,82621,0.9808541973490428,0.9783653846153846,0.957414863850406,0.9571478220574606,True,0.7822663036902602
greedy-AV/cost^2,5,238000,"[0, 2, 4, 6, 8]",666,407,42087,82621,0.9808541973490428,0.9783653846153846,0.957414863850406,0.9571478220574606,True,0.7822663036902602
greedy-CC,4,270000,"[0, 1, 3, 4]",623,395,43692,77815,0.9175257731958762,0.9495192307692308,0.9939261584658432,0.9014712696941612,True,0.667227141382869
greedy-PAV,4,270000,"[0, 1, 3, 4]",623,395,43692,77815,0.9175257731958762,0.9495192307692308,0.9939261584658432,0.9014712696941612,True,0.667227141382869
