method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,29330,"[0, 1, 2]",1335,883,250454,389403,1.0,0.8523166023166023,0.9363571447264625,0.7263219741480611,True
greedy-AV,3,29330,"[0, 1, 2]",1335,883,250454,389403,1.0,0.8523166023166023,0.9363571447264625,0.7263219741480611,True
greedy-AV/cost,3,29330,"[0, 1, 2]",1335,883,250454,389403,1.0,0.8523166023166023,0.9363571447264625,0.7263219741480611,True
greedy-AV/cost^2,3,29330,"[0, 1, 2]",1335,883,250454,389403,1.0,0.8523166023166023,0.9363571447264625,0.7263219741480611,True
greedy-CC,3,29340,"[0, 1, 5]",1253,1036,255488,536130,0.9385767790262173,1.0,0.9551774545101074,1.0,True
greedy-PAV,3,29340,"[0, 1, 5]",1253,1036,255488,536130,0.9385767790262173,1.0,0.9551774545101074,1.0,True
