method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,8,352000,"[0, 2, 3, 4, 5, 6, 7, 8]",540,363,28516,65703,0.9926470588235294,0.983739837398374,0.8651699029126214,0.9677006009190526,True,0.1572393
greedy-AV,5,400000,"[0, 1, 5, 7, 8]",544,340,32960,57630,1.0,0.9214092140921408,1.0,0.8487981618946624,True,0.17091228260869565
greedy-AV/cost,8,352000,"[0, 2, 3, 4, 5, 6, 7, 8]",540,363,28516,65703,0.9926470588235294,0.983739837398374,0.8651699029126214,0.9677006009190526,True,0.1572393
greedy-AV/cost^2,8,352000,"[0, 2, 3, 4, 5, 6, 7, 8]",540,363,28516,65703,0.9926470588235294,0.983739837398374,0.8651699029126214,0.9677006009190526,True,0.1572393
greedy-CC,7,392000,"[0, 1, 2, 3, 4, 5, 7]",513,369,31576,67896,0.9430147058823528,1.0,0.958009708737864,1.0,True,0.393
greedy-PAV,5,400000,"[0, 1, 5, 7, 8]",544,340,32960,57630,1.0,0.9214092140921408,1.0,0.8487981618946624,True,0.17091228260869565
