method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,838108,"[1, 2, 5, 6, 7, 8]",2461,918,371114,420903,1.0,1.0,1.0,1.0,True
greedy-AV,4,964880,"[0, 2, 6, 8]",1894,907,363819,410871,0.7696058512799675,0.9880174291938998,0.9803429673900742,0.9761655298251616,True
greedy-AV/cost,6,838108,"[1, 2, 5, 6, 7, 8]",2461,918,371114,420903,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,6,838108,"[1, 2, 5, 6, 7, 8]",2461,918,371114,420903,1.0,1.0,1.0,1.0,True
greedy-CC,4,964880,"[0, 2, 6, 8]",1894,907,363819,410871,0.7696058512799675,0.9880174291938998,0.9803429673900742,0.9761655298251616,True
greedy-PAV,4,964880,"[0, 2, 6, 8]",1894,907,363819,410871,0.7696058512799675,0.9880174291938998,0.9803429673900742,0.9761655298251616,True
