method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,399000,"[3, 5, 7, 9]",462,359,35093,64261,1.0,1.0,1.0,1.0,True
greedy-AV,4,399000,"[3, 5, 7, 9]",462,359,35093,64261,1.0,1.0,1.0,1.0,True
greedy-AV/cost,4,399000,"[3, 5, 7, 9]",462,359,35093,64261,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,5,344000,"[0, 2, 3, 5, 7]",317,269,16921,36046,0.6861471861471862,0.7493036211699164,0.4821759325221554,0.5609312024400491,False
greedy-CC,4,399000,"[3, 5, 7, 9]",462,359,35093,64261,1.0,1.0,1.0,1.0,True
greedy-PAV,4,399000,"[3, 5, 7, 9]",462,359,35093,64261,1.0,1.0,1.0,1.0,True
