method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,7,480600,"[0, 1, 2, 7, 8, 9, 12]",5298,2921,2445954,4264660,1.0,0.9048946716232962,1.0,0.8188076979051828,True
greedy-AV,7,480600,"[0, 1, 2, 7, 8, 9, 12]",5298,2921,2445954,4264660,1.0,0.9048946716232962,1.0,0.8188076979051828,True
greedy-AV/cost,7,480600,"[0, 1, 2, 7, 8, 9, 12]",5298,2921,2445954,4264660,1.0,0.9048946716232962,1.0,0.8188076979051828,True
greedy-AV/cost^2,8,422600,"[1, 2, 5, 7, 8, 9, 10, 12]",4478,3200,2125573,5118400,0.8452246130615326,0.9913258983890955,0.869015934069079,0.9827243721557843,False
greedy-CC,6,487600,"[0, 2, 5, 7, 9, 10]",4093,3059,2079227,4677211,0.7725556813892035,0.9476456009913259,0.8500679080636839,0.8980168106078322,True
greedy-PAV,7,480600,"[0, 1, 2, 7, 8, 9, 12]",5298,2921,2445954,4264660,1.0,0.9048946716232962,1.0,0.8188076979051828,True
