method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,8,586926,"[0, 1, 2, 3, 4, 5, 6, 8]",2087,819,202902,334971,1.0,0.9796650717703349,1.0,0.9597197948600407,True
greedy-AV,8,586926,"[0, 1, 2, 3, 4, 5, 6, 8]",2087,819,202902,334971,1.0,0.9796650717703349,1.0,0.9597197948600407,True
greedy-AV/cost,10,593926,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",2047,569,107896,161596,0.9808337326305702,0.680622009569378,0.5317641028673941,0.46298598974300204,False
greedy-AV/cost^2,10,593926,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",2047,569,107896,161596,0.9808337326305702,0.680622009569378,0.5317641028673941,0.46298598974300204,False
greedy-CC,8,597626,"[0, 1, 2, 3, 4, 5, 8, 10]",2029,836,201795,349030,0.9722089123143268,1.0,0.9945441641777804,1.0,True
greedy-PAV,8,586926,"[0, 1, 2, 3, 4, 5, 6, 8]",2087,819,202902,334971,1.0,0.9796650717703349,1.0,0.9597197948600407,True
