method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,2,116100,"[0, 1]",280,182,14828,16471,1.0,1.0,1.0,1.0,True
greedy-AV,2,116100,"[0, 1]",280,182,14828,16471,1.0,1.0,1.0,1.0,True
greedy-AV/cost,2,116100,"[0, 1]",280,182,14828,16471,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,2,116100,"[0, 1]",280,182,14828,16471,1.0,1.0,1.0,1.0,True
greedy-CC,2,116100,"[0, 1]",280,182,14828,16471,1.0,1.0,1.0,1.0,True
greedy-PAV,2,116100,"[0, 1]",280,182,14828,16471,1.0,1.0,1.0,1.0,True
