method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,2,117000,"[0, 1]",679,387,73247,74691,1.0,0.8896551724137931,1.0,0.7912601303035118,True
greedy-AV,2,117000,"[0, 1]",679,387,73247,74691,1.0,0.8896551724137931,1.0,0.7912601303035118,True
greedy-AV/cost,2,117000,"[0, 1]",679,387,73247,74691,1.0,0.8896551724137931,1.0,0.7912601303035118,True
greedy-AV/cost^2,3,113500,"[0, 2, 4]",522,435,72227,94395,0.7687776141384389,1.0,0.9860745149972012,1.0,True
greedy-CC,3,113500,"[0, 2, 4]",522,435,72227,94395,0.7687776141384389,1.0,0.9860745149972012,1.0,True
greedy-PAV,2,117000,"[0, 1]",679,387,73247,74691,1.0,0.8896551724137931,1.0,0.7912601303035118,True
