method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,10,1061831,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10]",3222,713,182327,253828,0.9883435582822085,0.9889042995839112,0.9858924168360946,0.9779164740329789,True
greedy-AV,10,1164731,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10]",3260,720,179663,258840,1.0,0.9986130374479889,0.9714874334905048,0.9972260748959778,True
greedy-AV/cost,10,991081,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10]",3193,719,183628,258121,0.9794478527607362,0.9972260748959778,0.9929272829519401,0.9944560024657112,True
greedy-AV/cost^2,10,943231,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",3110,665,159835,220780,0.9539877300613497,0.9223300970873787,0.8642719643552365,0.8505933117583603,True
greedy-CC,10,1115474,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10]",3193,721,184519,259560,0.9794478527607362,1.0,0.9977451658952287,1.0,True
greedy-PAV,10,1167419,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10]",3225,720,184936,258840,0.9892638036809815,0.9986130374479889,1.0,0.9972260748959778,True
