method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,1,50000,[0],50,50,1225,1225,1.0,1.0,1.0,1.0,True,1.0
greedy-AV,1,50000,[0],50,50,1225,1225,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost,1,50000,[0],50,50,1225,1225,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost^2,2,40000,"[5, 8]",25,21,140,210,0.5,0.42,0.1142857142857142,0.1714285714285714,True,1.0
greedy-CC,1,50000,[0],50,50,1225,1225,1.0,1.0,1.0,1.0,True,1.0
greedy-PAV,1,50000,[0],50,50,1225,1225,1.0,1.0,1.0,1.0,True,1.0
