method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,5,1156288,"[1, 2, 7, 9, 11]",2927,1537,804942,1180416,0.9555990858635325,0.8629983155530601,0.6516862483484028,0.744699670050281,True
greedy-AV,4,1111288,"[0, 2, 9, 11]",2941,1781,1235168,1585090,0.96016976820111,1.0,1.0,1.0,True
greedy-AV/cost,6,1071288,"[2, 5, 7, 9, 10, 11]",2964,1522,704115,1157481,0.9676787463271302,0.8545760808534532,0.5700560571517397,0.7302304601000574,False
greedy-AV/cost^2,6,1071288,"[2, 5, 7, 9, 10, 11]",2964,1522,704115,1157481,0.9676787463271302,0.8545760808534532,0.5700560571517397,0.7302304601000574,False
greedy-CC,4,1111288,"[0, 2, 9, 11]",2941,1781,1235168,1585090,0.96016976820111,1.0,1.0,1.0,True
greedy-PAV,4,1111288,"[0, 2, 9, 11]",2941,1781,1235168,1585090,0.96016976820111,1.0,1.0,1.0,True
