method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,3,107950,"[2, 3, 4]",303,207,13163,21321,1.0,0.8023255813953488,0.6558871891972694,0.6431092208849878,True,0.251192751239848
greedy-AV,2,110000,"[0, 2]",290,234,20069,27261,0.9570957095709572,0.9069767441860463,1.0,0.8222785268301511,True,0.2511654506473863
greedy-AV/cost,3,107950,"[2, 3, 4]",303,207,13163,21321,1.0,0.8023255813953488,0.6558871891972694,0.6431092208849878,True,0.251192751239848
greedy-AV/cost^2,3,107950,"[2, 3, 4]",303,207,13163,21321,1.0,0.8023255813953488,0.6558871891972694,0.6431092208849878,True,0.251192751239848
greedy-CC,2,89200,"[0, 3]",271,258,19479,33153,0.8943894389438944,1.0,0.970601425083462,1.0,True,0.251192751239848
greedy-PAV,2,89200,"[0, 3]",271,258,19479,33153,0.8943894389438944,1.0,0.970601425083462,1.0,True,0.251192751239848
