method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,159000,"[0, 1, 2]",903,440,91800,96580,1.0,0.9865470852017937,0.997956255163717,0.9732453267496347,True
greedy-AV,3,159000,"[0, 1, 2]",903,440,91800,96580,1.0,0.9865470852017937,0.997956255163717,0.9732453267496347,True
greedy-AV/cost,3,159000,"[0, 1, 2]",903,440,91800,96580,1.0,0.9865470852017937,0.997956255163717,0.9732453267496347,True
greedy-AV/cost^2,3,159000,"[0, 1, 2]",903,440,91800,96580,1.0,0.9865470852017937,0.997956255163717,0.9732453267496347,True
greedy-CC,3,205000,"[0, 1, 4]",839,446,90980,99235,0.929125138427464,1.0,0.9890420489629083,1.0,True
greedy-PAV,3,159000,"[0, 1, 2]",903,440,91800,96580,1.0,0.9865470852017937,0.997956255163717,0.9732453267496347,True
