method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,3,26000,"[0, 1, 2]",148,107,3343,5671,0.9673202614379085,1.0,1.0,1.0,True
greedy-AV,3,26000,"[0, 1, 2]",148,107,3343,5671,0.9673202614379085,1.0,1.0,1.0,True
greedy-AV/cost,4,26000,"[0, 2, 5, 8]",153,103,2916,5253,1.0,0.9626168224299065,0.8722704157941968,0.926291659319344,True
greedy-AV/cost^2,4,22000,"[2, 5, 8, 9]",117,88,1647,3828,0.7647058823529411,0.822429906542056,0.4926712533652408,0.6750132251807441,True
greedy-CC,3,26000,"[0, 1, 2]",148,107,3343,5671,0.9673202614379085,1.0,1.0,1.0,True
greedy-PAV,3,26000,"[0, 1, 2]",148,107,3343,5671,0.9673202614379085,1.0,1.0,1.0,True
