method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,4,315000,"[0, 2, 4, 5]",947,686,162325,234955,1.0,1.0,1.0,1.0,True,0.5051605531547104
greedy-AV,4,315000,"[0, 2, 4, 5]",947,686,162325,234955,1.0,1.0,1.0,1.0,True,0.5051605531547104
greedy-AV/cost,4,315000,"[0, 2, 4, 5]",947,686,162325,234955,1.0,1.0,1.0,1.0,True,0.5051605531547104
greedy-AV/cost^2,4,315000,"[0, 2, 4, 5]",947,686,162325,234955,1.0,1.0,1.0,1.0,True,0.5051605531547104
greedy-CC,4,315000,"[0, 2, 4, 5]",947,686,162325,234955,1.0,1.0,1.0,1.0,True,0.5051605531547104
greedy-PAV,4,315000,"[0, 2, 4, 5]",947,686,162325,234955,1.0,1.0,1.0,1.0,True,0.5051605531547104
