method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,160740,"[0, 1, 2, 3, 5, 6]",1433,691,171903,238395,0.9299156391953277,0.96105702364395,1.0,0.923578476760899,True
greedy-AV,6,160740,"[0, 1, 2, 3, 5, 6]",1433,691,171903,238395,0.9299156391953277,0.96105702364395,1.0,0.923578476760899,True
greedy-AV/cost,7,144740,"[0, 1, 2, 3, 5, 7, 8]",1541,665,168387,220780,1.0,0.9248956884561892,0.9795466047712954,0.8553352884887321,True
greedy-AV/cost^2,9,159140,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",1291,372,48959,69006,0.8377676833225178,0.5173852573018081,0.28480596615533177,0.26733973601527966,False
greedy-CC,3,161100,"[0, 1, 4]",929,719,169935,258121,0.6028552887735237,1.0,0.9885516832166978,1.0,True
greedy-PAV,3,161100,"[0, 1, 4]",929,719,169935,258121,0.6028552887735237,1.0,0.9885516832166978,1.0,True
