method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,1199489,"[0, 2, 3, 4]",2046,720,242843,258840,1.0,1.0,1.0,1.0,True
greedy-AV,3,1203839,"[0, 1, 4]",1552,665,213896,220780,0.7585532746823069,0.9236111111111112,0.8807995289137426,0.8529593571318189,True
greedy-AV/cost,4,1199489,"[0, 2, 3, 4]",2046,720,242843,258840,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,4,1199489,"[0, 2, 3, 4]",2046,720,242843,258840,1.0,1.0,1.0,1.0,True
greedy-CC,4,1199489,"[0, 2, 3, 4]",2046,720,242843,258840,1.0,1.0,1.0,1.0,True
greedy-PAV,3,1203839,"[0, 1, 4]",1552,665,213896,220780,0.7585532746823069,0.9236111111111112,0.8807995289137426,0.8529593571318189,True
