method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,1,278300,[0],438,438,95703,95703,1.0,1.0,1.0,1.0,True
greedy-AV,1,278300,[0],438,438,95703,95703,1.0,1.0,1.0,1.0,True
greedy-AV/cost,1,131310,[2],340,340,57630,57630,0.776255707762557,0.776255707762557,0.6021754803924642,0.6021754803924642,True
greedy-AV/cost^2,1,131310,[2],340,340,57630,57630,0.776255707762557,0.776255707762557,0.6021754803924642,0.6021754803924642,True
greedy-CC,1,278300,[0],438,438,95703,95703,1.0,1.0,1.0,1.0,True
greedy-PAV,1,278300,[0],438,438,95703,95703,1.0,1.0,1.0,1.0,True
