method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,1,92800,[0],198,198,19503,19503,1.0,1.0,1.0,1.0,True
greedy-AV,1,92800,[0],198,198,19503,19503,1.0,1.0,1.0,1.0,True
greedy-AV/cost,1,92800,[0],198,198,19503,19503,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,1,92800,[0],198,198,19503,19503,1.0,1.0,1.0,1.0,True
greedy-CC,1,92800,[0],198,198,19503,19503,1.0,1.0,1.0,1.0,True
greedy-PAV,1,92800,[0],198,198,19503,19503,1.0,1.0,1.0,1.0,True
