election,n_voters,n_projects,budget,committee_size,total_cost,ejr_abcvoting,alpha_ilp,validation,error
us_stanford-dataset_participatory-budgeting-project-pb2-2021-ballot_vote-approvals,129,12,26000,3,26000,True,1.0,PASS,
us_stanford-dataset_participatory-budgeting-project-pb2-2022-ballot_vote-approvals,166,6,20000,3,20000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-10th-ward-2017_vote-approvals,107,6,1000000,1,1000000,True,0.3638,MISMATCH,
us_stanford-dataset_pb-chicago-29th-ward-2020_vote-approvals,106,7,1000000,1,1000000,True,0.03816,MISMATCH,
us_stanford-dataset_pb-chicago-29th-ward-2021_vote-approvals,274,8,1000000,1,1000000,True,0.21076923076923076,MISMATCH,
us_stanford-dataset_pb-chicago-33rd-ward-2020_vote-approvals,713,8,1000000,1,1000000,True,0.5941666666666666,MISMATCH,
us_stanford-dataset_pb-chicago-33rd-ward-2020_vote-knapsacks,234,8,1000000,1,1000000,True,0.8357142857142857,MISMATCH,
us_stanford-dataset_pb-chicago-33rd-ward-2021_vote-approvals,764,13,1000000,1,1000000,True,0.28296296296296297,MISMATCH,
us_stanford-dataset_pb-chicago-33rd-ward-2021_vote-knapsacks,267,13,1000000,1,1000000,True,0.445,MISMATCH,
us_stanford-dataset_pb-chicago-35th-ward-2019_vote-approvals,115,5,1000000,1,1000000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-35th-ward-2021_vote-knapsacks,304,4,1000000,1,800000,True,0.7414634146341463,MISMATCH,
us_stanford-dataset_pb-chicago-36th-ward-2017_vote-approvals,158,8,1000000,1,1000000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-36th-ward-2020_vote-approvals,497,8,1000000,1,1000000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-36th-ward-2020_vote-knapsacks,214,8,1000000,1,1000000,True,0.93625,MISMATCH,
us_stanford-dataset_pb-chicago-39th-ward-2020_vote-approvals,946,13,500000,12,308900,True,0.41478461538461536,MISMATCH,
us_stanford-dataset_pb-chicago-39th-ward-2020_vote-knapsacks,280,13,500000,6,497700,True,0.48695652173913045,MISMATCH,
us_stanford-dataset_pb-chicago-40th-ward-2020_vote-approvals,246,6,1000000,1,1000000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-40th-ward-2021_vote-approvals,679,7,1000000,1,1000000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-40th-ward-2021_vote-knapsacks,246,7,1000000,1,1000000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-47th-ward-2020_vote-approvals,1398,7,150000,4,149000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-47th-ward-2020_vote-knapsacks,517,7,150000,4,149000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-47th-ward-2021_vote-approvals,1358,5,250000,3,159000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-47th-ward-2021_vote-knapsacks,447,5,250000,3,205000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-47th-ward-2022-youth_vote-approvals,1521,5,200000,2,180000,True,0.5964705882352941,MISMATCH,
us_stanford-dataset_pb-chicago-47th-ward-2022-youth_vote-knapsacks,472,5,200000,2,170000,True,1.0,PASS,
us_stanford-dataset_pb-chicago-49th-ward-2015_vote-approvals,355,10,1000000,1,1000000,True,0.37275,MISMATCH,
us_stanford-dataset_pb-chicago-49th-ward-2016_vote-approvals,484,9,1000000,1,1000000,True,0.5485333333333333,MISMATCH,
us_stanford-dataset_pb-chicago-49th-ward-2017_vote-approvals,811,9,1000000,1,1000000,True,0.2146764705882353,MISMATCH,
us_stanford-dataset_pb-chicago-49th-ward-2018_vote-approvals,572,8,1000000,1,1000000,True,0.728,MISMATCH,
us_stanford-dataset_pb-chicago-49th-ward-2019_vote-approvals,609,11,1000000,1,1000000,True,0.32052631578947366,MISMATCH,
us_stanford-dataset_pb-chicago-49th-ward-2020_vote-approvals,320,5,1000000,1,1000000,True,0.96,MISMATCH,
us_stanford-dataset_pb-greensboro-district-1-2019_vote-knapsacks,439,7,100000,4,94500,True,0.7839285714285714,MISMATCH,
us_stanford-dataset_pb-greensboro-district-2-2019_vote-knapsacks,469,7,100000,4,98000,True,1.0,PASS,
us_stanford-dataset_pb-greensboro-district-3-2019_vote-knapsacks,1365,6,100000,3,93000,True,1.0,PASS,
us_stanford-dataset_pb-greensboro-district-4-2019_vote-knapsacks,1249,6,100000,3,96000,True,0.8271523178807947,MISMATCH,
us_stanford-dataset_pb-greensboro-district-5-2019_vote-knapsacks,518,5,100000,4,98000,True,1.0,PASS,
us_stanford-dataset_pb-long-beach-district-9-2015_vote-approvals,229,11,250000,3,230000,True,1.0,PASS,
us_stanford-dataset_pb-long-beach-district-9-2016_vote-approvals,162,9,250000,3,210000,True,1.0,PASS,
us_stanford-dataset_pb-merced-county-district-2-2018_vote-approvals,677,10,40000,4,37000,True,1.0,PASS,
us_stanford-dataset_pb-north-east-san-fernando-valley-2021_vote-approvals,996,11,180000,4,180000,True,1.0,PASS,
us_stanford-dataset_pb-oakland-2017-district-1_vote-approvals,550,8,227308,8,8,True,1.0,PASS,
us_stanford-dataset_pb-vallejo-2018_vote-approvals,2450,10,1000000,9,928450,True,1.0,PASS,
us_stanford-dataset_pb-vallejo-2019-2_vote-approvals,1687,12,1000000,11,940653,True,0.7331961538461539,MISMATCH,
us_stanford-dataset_pb-vallejo-2021_vote-approvals,1709,11,500000,7,485038,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-1_vote-approvals,507,9,285000,3,265700,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-2_vote-approvals,820,9,285000,5,282500,True,0.6905263157894737,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-3_vote-approvals,431,10,285000,4,270000,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-4_vote-approvals,594,9,285000,7,282770,True,0.47368421052631576,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-5_vote-approvals,1431,10,285000,3,268200,True,0.6650400836528407,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-6_vote-approvals,872,8,285000,7,276030,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2017-district-7_vote-approvals,666,10,285000,3,242899,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2018-district-1_vote-approvals,599,11,285000,6,282500,True,0.1355970571590266,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2018-district-3_vote-approvals,563,10,285000,7,282898,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2018-district-4_vote-approvals,682,9,285000,4,257870,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2018-district-5_vote-approvals,590,11,285000,7,256070,True,0.06469298245614036,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2018-district-6_vote-approvals,903,11,285000,6,282500,True,0.6099210526315789,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2018-district-7_vote-approvals,541,10,285000,3,270000,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-1_vote-approvals,994,11,190476,4,190000,True,0.47440956531865625,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-1_vote-knapsacks,232,11,190476,6,170000,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-2_vote-approvals,336,8,190476,3,185800,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-3_vote-approvals,696,10,190476,4,144500,True,0.2635098788944943,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-3_vote-knapsacks,175,10,190476,4,155000,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-4_vote-approvals,287,6,190476,3,180000,True,0.6239130434782609,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-5_vote-approvals,604,8,190476,2,179000,True,0.43737974772457533,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-5_vote-knapsacks,149,8,190476,4,144600,True,0.9675324675324676,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-6_vote-approvals,905,10,190476,4,179600,True,0.858660497214714,MISMATCH,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-6_vote-knapsacks,221,10,190476,4,176600,True,1.0,PASS,
us_stanford-dataset_your-voice-your-choice-parks-and-streets-seattle-2019-district-7_vote-approvals,272,8,190476,3,145000,True,0.7157894736842105,MISMATCH,
