method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,1,185716,[1],411,411,84255,84255,0.7513711151736746,0.7513711151736746,0.564216405167045,0.564216405167045,True,0.5083961086696157
greedy-AV,1,448110,[0],547,547,149331,149331,1.0,1.0,1.0,1.0,True,1.0
greedy-AV/cost,1,185716,[1],411,411,84255,84255,0.7513711151736746,0.7513711151736746,0.564216405167045,0.564216405167045,True,0.5083961086696157
greedy-AV/cost^2,1,185716,[1],411,411,84255,84255,0.7513711151736746,0.7513711151736746,0.564216405167045,0.564216405167045,True,0.5083961086696157
greedy-CC,1,448110,[0],547,547,149331,149331,1.0,1.0,1.0,1.0,True,1.0
greedy-PAV,1,448110,[0],547,547,149331,149331,1.0,1.0,1.0,1.0,True,1.0
