method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,6,355000,"[0, 1, 2, 5, 6, 8]",257,224,14320,24976,0.948339483394834,0.8995983935742972,0.8238881537310857,0.8089130716414044,False,0.1402100980392157
greedy-AV,3,400000,"[0, 6, 9]",271,249,17381,30876,1.0,1.0,1.0,1.0,True,0.3972222222222222
greedy-AV/cost,6,355000,"[0, 1, 2, 5, 6, 8]",257,224,14320,24976,0.948339483394834,0.8995983935742972,0.8238881537310857,0.8089130716414044,False,0.1402100980392157
greedy-AV/cost^2,6,355000,"[0, 1, 2, 5, 6, 8]",257,224,14320,24976,0.948339483394834,0.8995983935742972,0.8238881537310857,0.8089130716414044,False,0.1402100980392157
greedy-CC,3,400000,"[0, 6, 9]",271,249,17381,30876,1.0,1.0,1.0,1.0,True,0.3972222222222222
greedy-PAV,3,400000,"[0, 6, 9]",271,249,17381,30876,1.0,1.0,1.0,1.0,True,0.3972222222222222
