method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,6,400427,"[1, 2, 3, 4, 5, 6]",1743,720,177018,258840,1.0,0.5718824463860207,0.2751110434196089,0.3268549117261914,False,0.02145397593464822
greedy-AV,3,457000,"[0, 2, 5]",1683,1259,643442,791911,0.965576592082616,1.0,1.0,1.0,True,0.10109818796601353
greedy-AV/cost,6,400427,"[1, 2, 3, 4, 5, 6]",1743,720,177018,258840,1.0,0.5718824463860207,0.2751110434196089,0.3268549117261914,False,0.02145397593464822
greedy-AV/cost^2,6,400427,"[1, 2, 3, 4, 5, 6]",1743,720,177018,258840,1.0,0.5718824463860207,0.2751110434196089,0.3268549117261914,False,0.02145397593464822
greedy-CC,3,457000,"[0, 2, 5]",1683,1259,643442,791911,0.965576592082616,1.0,1.0,1.0,True,0.10109818796601353
greedy-PAV,3,457000,"[0, 2, 5]",1683,1259,643442,791911,0.965576592082616,1.0,1.0,1.0,True,0.10109818796601353
