method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,4,144500,"[0, 1, 2, 3]",402,157,11120,12246,1.0,0.940119760479042,0.969993021632938,0.8834860399682563,True,0.32816907816907814
greedy-AV,4,144500,"[0, 1, 2, 3]",402,157,11120,12246,1.0,0.940119760479042,0.969993021632938,0.8834860399682563,True,0.32816907816907814
greedy-AV/cost,4,144500,"[0, 1, 2, 3]",402,157,11120,12246,1.0,0.940119760479042,0.969993021632938,0.8834860399682563,True,0.32816907816907814
greedy-AV/cost^2,4,144500,"[0, 1, 2, 3]",402,157,11120,12246,1.0,0.940119760479042,0.969993021632938,0.8834860399682563,True,0.32816907816907814
greedy-CC,4,155000,"[0, 1, 2, 4]",393,167,11464,13861,0.9776119402985076,1.0,1.0,1.0,True,1.0
greedy-PAV,4,155000,"[0, 1, 2, 4]",393,167,11464,13861,0.9776119402985076,1.0,1.0,1.0,True,1.0
