method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,12,324500,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",1995,863,126303,371953,1.0,1.0,1.0,1.0,True,0.07755991285403051
greedy-AV,12,324500,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",1995,863,126303,371953,1.0,1.0,1.0,1.0,True,0.07755991285403051
greedy-AV/cost,12,324500,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",1995,863,126303,371953,1.0,1.0,1.0,1.0,True,0.07755991285403051
greedy-AV/cost^2,12,324500,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",1995,863,126303,371953,1.0,1.0,1.0,1.0,True,0.07755991285403051
greedy-CC,12,324500,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",1995,863,126303,371953,1.0,1.0,1.0,1.0,True,0.07755991285403051
greedy-PAV,12,324500,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",1995,863,126303,371953,1.0,1.0,1.0,1.0,True,0.07755991285403051
