method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,7,893098,"[0, 1, 2, 3, 4, 6, 7]",3352,843,319291,354903,1.0,0.9656357388316152,0.9619777590980716,0.9324143257984172,True,0.2282836956521739
greedy-AV,7,893098,"[0, 1, 2, 3, 4, 6, 7]",3352,843,319291,354903,1.0,0.9656357388316152,0.9619777590980716,0.9324143257984172,True,0.2282836956521739
greedy-AV/cost,7,624268,"[1, 2, 3, 4, 5, 6, 7]",3138,817,284171,333336,0.9361575178997612,0.9358533791523482,0.856166261437554,0.8757527034269681,True,0.14099875319693095
greedy-AV/cost^2,7,624268,"[1, 2, 3, 4, 5, 6, 7]",3138,817,284171,333336,0.9361575178997612,0.9358533791523482,0.856166261437554,0.8757527034269681,True,0.14099875319693095
greedy-CC,7,899268,"[0, 1, 2, 4, 5, 6, 7]",3326,873,331911,380628,0.9922434367541766,1.0,1.0,1.0,True,0.9587915217391304
greedy-PAV,7,899268,"[0, 1, 2, 4, 5, 6, 7]",3326,873,331911,380628,0.9922434367541766,1.0,1.0,1.0,True,0.9587915217391304
