method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,5,116259,"[0, 1, 3, 5, 6]",792,375,53685,70125,1.0,0.8886255924170616,0.8703793774319066,0.7894203600094561,True,0.41242196340608767
greedy-AV,3,119600,"[0, 1, 2]",658,422,61680,88831,0.8308080808080808,1.0,1.0,1.0,True,0.6450702504556756
greedy-AV/cost,5,95659,"[1, 2, 3, 5, 6]",716,316,37320,49770,0.904040404040404,0.7488151658767772,0.6050583657587548,0.5602773806441445,False,0.15723587354857094
greedy-AV/cost^2,5,95659,"[1, 2, 3, 5, 6]",716,316,37320,49770,0.904040404040404,0.7488151658767772,0.6050583657587548,0.5602773806441445,False,0.15723587354857094
greedy-CC,3,119600,"[0, 1, 2]",658,422,61680,88831,0.8308080808080808,1.0,1.0,1.0,True,0.6450702504556756
greedy-PAV,3,119600,"[0, 1, 2]",658,422,61680,88831,0.8308080808080808,1.0,1.0,1.0,True,0.6450702504556756
